,u,i,ts
117,-1,248,2
118,-1,251,2
119,-1,252,2
120,-1,255,2
121,-1,263,2
122,-1,269,2
123,-1,282,2
124,-1,285,2
125,-1,286,2
126,-1,287,2
127,-1,300,2
128,-1,324,2
129,-1,332,2
130,-1,334,2
131,-1,341,2
132,-1,342,2
133,-1,351,2
134,-1,352,2
135,-1,355,2
136,-1,363,2
137,-1,369,2
138,-1,382,2
139,-1,386,2
140,-1,387,2
141,-1,0,3
142,-1,24,3
143,-1,32,3
144,-1,34,3
145,-1,41,3
146,-1,42,3
147,-1,48,3
148,-1,51,3
149,-1,52,3
150,-1,55,3
151,-1,63,3
152,-1,69,3
153,-1,82,3
154,-1,85,3
155,-1,86,3
156,-1,87,3
157,-1,100,3
158,-1,124,3
159,-1,132,3
160,-1,134,3
161,-1,141,3
162,-1,142,3
163,-1,148,3
164,-1,151,3
165,-1,155,3
166,-1,163,3
167,-1,169,3
168,-1,182,3
169,-1,185,3
170,-1,186,3
171,-1,187,3
172,-1,200,3
173,-1,224,3
174,-1,232,3
175,-1,234,3
176,-1,241,3
177,-1,242,3
178,-1,248,3
179,-1,251,3
180,-1,252,3
181,-1,255,3
182,-1,263,3
183,-1,269,3
184,-1,282,3
185,-1,285,3
186,-1,286,3
187,-1,287,3
188,-1,300,3
189,-1,324,3
190,-1,332,3
191,-1,334,3
192,-1,341,3
193,-1,342,3
194,-1,348,3
195,-1,351,3
196,-1,352,3
197,-1,355,3
198,-1,363,3
199,-1,369,3
200,-1,382,3
201,-1,385,3
202,-1,386,3
203,-1,387,3
204,-1,0,4
205,-1,24,4
206,-1,32,4
207,-1,34,4
208,-1,42,4
209,-1,48,4
210,-1,51,4
211,-1,52,4
212,-1,55,4
213,-1,63,4
214,-1,69,4
215,-1,82,4
216,-1,85,4
217,-1,86,4
218,-1,87,4
219,-1,100,4
220,-1,124,4
221,-1,134,4
222,-1,142,4
223,-1,148,4
224,-1,151,4
225,-1,152,4
226,-1,155,4
227,-1,163,4
228,-1,169,4
229,-1,182,4
230,-1,185,4
231,-1,186,4
232,-1,187,4
233,-1,0,5
234,-1,24,5
235,-1,32,5
236,-1,34,5
237,-1,41,5
238,-1,42,5
239,-1,46,5
240,-1,48,5
241,-1,51,5
242,-1,52,5
243,-1,55,5
244,-1,63,5
245,-1,69,5
246,-1,82,5
247,-1,85,5
248,-1,86,5
249,-1,87,5
250,-1,100,5
251,-1,124,5
252,-1,132,5
253,-1,134,5
254,-1,141,5
255,-1,142,5
256,-1,146,5
257,-1,148,5
258,-1,151,5
259,-1,152,5
260,-1,155,5
261,-1,163,5
262,-1,169,5
263,-1,182,5
264,-1,185,5
265,-1,186,5
266,-1,187,5
267,-1,200,5
268,-1,224,5
269,-1,232,5
270,-1,234,5
271,-1,241,5
272,-1,242,5
273,-1,246,5
274,-1,248,5
275,-1,251,5
276,-1,252,5
277,-1,255,5
278,-1,263,5
279,-1,269,5
280,-1,282,5
281,-1,285,5
282,-1,286,5
283,-1,287,5
284,-1,0,6
285,-1,24,6
286,-1,34,6
287,-1,41,6
288,-1,42,6
289,-1,48,6
290,-1,51,6
291,-1,52,6
292,-1,55,6
293,-1,63,6
294,-1,69,6
295,-1,82,6
296,-1,85,6
297,-1,86,6
298,-1,87,6
299,-1,100,6
300,-1,124,6
301,-1,134,6
302,-1,141,6
303,-1,142,6
304,-1,148,6
305,-1,151,6
306,-1,152,6
307,-1,155,6
308,-1,163,6
309,-1,169,6
310,-1,182,6
311,-1,185,6
312,-1,186,6
313,-1,187,6
314,-1,200,6
315,-1,224,6
316,-1,234,6
317,-1,241,6
318,-1,242,6
319,-1,248,6
320,-1,251,6
321,-1,252,6
322,-1,255,6
323,-1,263,6
324,-1,269,6
325,-1,271,6
326,-1,282,6
327,-1,285,6
328,-1,286,6
329,-1,287,6
330,-1,300,6
331,-1,324,6
332,-1,334,6
333,-1,341,6
334,-1,342,6
335,-1,348,6
336,-1,351,6
337,-1,352,6
338,-1,355,6
339,-1,363,6
340,-1,369,6
341,-1,382,6
342,-1,385,6
343,-1,386,6
344,-1,387,6
345,-1,0,7
346,-1,24,7
347,-1,32,7
348,-1,34,7
349,-1,41,7
350,-1,42,7
351,-1,51,7
352,-1,52,7
353,-1,55,7
354,-1,63,7
355,-1,69,7
356,-1,82,7
357,-1,85,7
358,-1,86,7
359,-1,87,7
360,-1,100,7
361,-1,124,7
362,-1,132,7
363,-1,134,7
364,-1,141,7
365,-1,142,7
366,-1,151,7
367,-1,152,7
368,-1,163,7
369,-1,169,7
370,-1,182,7
371,-1,185,7
372,-1,186,7
373,-1,187,7
374,-1,200,7
375,-1,224,7
376,-1,232,7
377,-1,234,7
378,-1,241,7
379,-1,242,7
380,-1,251,7
381,-1,252,7
382,-1,255,7
383,-1,263,7
384,-1,269,7
385,-1,282,7
386,-1,285,7
387,-1,286,7
388,-1,287,7
389,-1,300,7
390,-1,324,7
391,-1,332,7
392,-1,333,7
393,-1,334,7
394,-1,341,7
395,-1,342,7
396,-1,351,7
397,-1,352,7
398,-1,355,7
399,-1,363,7
400,-1,382,7
401,-1,385,7
402,-1,386,7
403,-1,387,7
404,-1,0,8
405,-1,32,8
406,-1,34,8
407,-1,41,8
408,-1,42,8
409,-1,48,8
410,-1,52,8
411,-1,55,8
412,-1,63,8
413,-1,82,8
414,-1,85,8
415,-1,86,8
416,-1,87,8
417,-1,100,8
418,-1,132,8
419,-1,134,8
420,-1,141,8
421,-1,142,8
422,-1,148,8
423,-1,152,8
424,-1,155,8
425,-1,163,8
426,-1,182,8
427,-1,185,8
428,-1,186,8
429,-1,187,8
430,-1,200,8
431,-1,225,8
432,-1,232,8
433,-1,234,8
434,-1,241,8
435,-1,242,8
436,-1,248,8
437,-1,252,8
438,-1,255,8
439,-1,263,8
440,-1,282,8
441,-1,285,8
442,-1,286,8
443,-1,300,8
444,-1,332,8
445,-1,334,8
446,-1,341,8
447,-1,342,8
448,-1,348,8
449,-1,352,8
450,-1,355,8
451,-1,359,8
452,-1,363,8
453,-1,382,8
454,-1,385,8
455,-1,386,8
456,-1,387,8
457,-1,0,9
458,-1,24,9
459,-1,32,9
460,-1,34,9
461,-1,41,9
462,-1,42,9
463,-1,48,9
464,-1,51,9
465,-1,52,9
466,-1,55,9
467,-1,63,9
468,-1,69,9
469,-1,82,9
470,-1,85,9
471,-1,86,9
472,-1,87,9
473,-1,300,9
474,-1,324,9
475,-1,332,9
476,-1,334,9
477,-1,341,9
478,-1,342,9
479,-1,348,9
480,-1,351,9
481,-1,352,9
482,-1,355,9
483,-1,363,9
484,-1,369,9
485,-1,382,9
486,-1,385,9
487,-1,386,9
488,-1,387,9
489,0,25,0
490,0,29,0
491,0,41,0
492,0,46,0
493,0,54,0
494,0,58,0
495,0,66,0
496,0,69,0
497,0,71,0
498,0,80,0
499,0,94,0
500,0,125,0
501,0,129,0
502,0,141,0
503,0,146,0
504,0,154,0
505,0,158,0
506,0,166,0
507,0,169,0
508,0,171,0
509,0,180,0
510,0,194,0
511,0,25,1
512,0,41,1
513,0,46,1
514,0,54,1
515,0,58,1
516,0,66,1
517,0,69,1
518,0,71,1
519,0,80,1
520,0,94,1
521,0,125,1
522,0,141,1
523,0,146,1
524,0,154,1
525,0,166,1
526,0,169,1
527,0,171,1
528,0,180,1
529,0,194,1
530,0,225,1
531,0,241,1
532,0,246,1
533,0,254,1
534,0,258,1
535,0,266,1
536,0,269,1
537,0,271,1
538,0,280,1
539,0,294,1
540,0,325,1
541,0,341,1
542,0,346,1
543,0,354,1
544,0,358,1
545,0,366,1
546,0,369,1
547,0,371,1
548,0,380,1
549,0,394,1
550,0,125,2
551,0,129,2
552,0,141,2
553,0,146,2
554,0,154,2
555,0,158,2
556,0,166,2
557,0,169,2
558,0,171,2
559,0,180,2
560,0,194,2
561,0,225,2
562,0,229,2
563,0,241,2
564,0,246,2
565,0,254,2
566,0,258,2
567,0,266,2
568,0,269,2
569,0,271,2
570,0,280,2
571,0,294,2
572,0,325,2
573,0,329,2
574,0,341,2
575,0,346,2
576,0,354,2
577,0,358,2
578,0,366,2
579,0,369,2
580,0,371,2
581,0,380,2
582,0,394,2
583,0,25,3
584,0,29,3
585,0,41,3
586,0,46,3
587,0,54,3
588,0,58,3
589,0,66,3
590,0,69,3
591,0,71,3
592,0,80,3
593,0,94,3
594,0,125,3
595,0,129,3
596,0,141,3
597,0,146,3
598,0,154,3
599,0,158,3
600,0,166,3
601,0,169,3
602,0,171,3
603,0,180,3
604,0,194,3
605,0,225,3
606,0,229,3
607,0,241,3
608,0,246,3
609,0,254,3
610,0,258,3
611,0,266,3
612,0,269,3
613,0,271,3
614,0,280,3
615,0,294,3
616,0,325,3
617,0,329,3
618,0,341,3
619,0,346,3
620,0,354,3
621,0,358,3
622,0,366,3
623,0,369,3
624,0,371,3
625,0,380,3
626,0,394,3
627,0,25,4
628,0,29,4
629,0,41,4
630,0,46,4
631,0,49,4
632,0,54,4
633,0,58,4
634,0,66,4
635,0,69,4
636,0,71,4
637,0,80,4
638,0,94,4
639,0,125,4
640,0,129,4
641,0,141,4
642,0,146,4
643,0,149,4
644,0,154,4
645,0,158,4
646,0,166,4
647,0,169,4
648,0,171,4
649,0,180,4
650,0,183,4
651,0,194,4
652,0,25,5
653,0,29,5
654,0,41,5
655,0,46,5
656,0,54,5
657,0,58,5
658,0,66,5
659,0,69,5
660,0,71,5
661,0,75,5
662,0,80,5
663,0,94,5
664,0,125,5
665,0,129,5
666,0,141,5
667,0,146,5
668,0,154,5
669,0,158,5
670,0,166,5
671,0,169,5
672,0,171,5
673,0,175,5
674,0,180,5
675,0,194,5
676,0,225,5
677,0,229,5
678,0,241,5
679,0,246,5
680,0,254,5
681,0,258,5
682,0,266,5
683,0,269,5
684,0,271,5
685,0,275,5
686,0,280,5
687,0,294,5
688,0,25,6
689,0,29,6
690,0,41,6
691,0,46,6
692,0,54,6
693,0,58,6
694,0,66,6
695,0,69,6
696,0,71,6
697,0,80,6
698,0,94,6
699,0,125,6
700,0,129,6
701,0,141,6
702,0,146,6
703,0,154,6
704,0,158,6
705,0,166,6
706,0,169,6
707,0,171,6
708,0,180,6
709,0,194,6
710,0,225,6
711,0,229,6
712,0,241,6
713,0,246,6
714,0,254,6
715,0,258,6
716,0,266,6
717,0,269,6
718,0,271,6
719,0,280,6
720,0,294,6
721,0,296,6
722,0,325,6
723,0,329,6
724,0,341,6
725,0,346,6
726,0,354,6
727,0,358,6
728,0,366,6
729,0,369,6
730,0,371,6
731,0,380,6
732,0,394,6
733,0,25,7
734,0,29,7
735,0,41,7
736,0,46,7
737,0,54,7
738,0,58,7
739,0,66,7
740,0,69,7
741,0,71,7
742,0,80,7
743,0,94,7
744,0,125,7
745,0,129,7
746,0,141,7
747,0,146,7
748,0,154,7
749,0,158,7
750,0,166,7
751,0,169,7
752,0,171,7
753,0,180,7
754,0,194,7
755,0,225,7
756,0,229,7
757,0,241,7
758,0,246,7
759,0,254,7
760,0,258,7
761,0,266,7
762,0,269,7
763,0,271,7
764,0,280,7
765,0,294,7
766,0,325,7
767,0,329,7
768,0,341,7
769,0,346,7
770,0,354,7
771,0,358,7
772,0,366,7
773,0,369,7
774,0,371,7
775,0,380,7
776,0,394,7
777,0,15,8
778,0,29,8
779,0,41,8
780,0,46,8
781,0,54,8
782,0,58,8
783,0,66,8
784,0,69,8
785,0,71,8
786,0,80,8
787,0,94,8
788,0,115,8
789,0,129,8
790,0,141,8
791,0,146,8
792,0,154,8
793,0,158,8
794,0,166,8
795,0,169,8
796,0,171,8
797,0,180,8
798,0,194,8
799,0,215,8
800,0,229,8
801,0,241,8
802,0,246,8
803,0,254,8
804,0,258,8
805,0,266,8
806,0,269,8
807,0,271,8
808,0,280,8
809,0,294,8
810,0,329,8
811,0,341,8
812,0,346,8
813,0,354,8
814,0,358,8
815,0,366,8
816,0,369,8
817,0,371,8
818,0,380,8
819,0,394,8
820,0,25,9
821,0,29,9
822,0,41,9
823,0,54,9
824,0,58,9
825,0,66,9
826,0,69,9
827,0,71,9
828,0,80,9
829,0,83,9
830,0,94,9
831,0,325,9
832,0,329,9
833,0,341,9
834,0,354,9
835,0,358,9
836,0,366,9
837,0,369,9
838,0,371,9
839,0,380,9
840,0,383,9
841,0,394,9
842,1,-1,0
843,1,15,0
844,1,17,0
845,1,26,0
846,1,47,0
847,1,49,0
848,1,66,0
849,1,69,0
850,1,81,0
851,1,82,0
852,1,95,0
853,1,99,0
854,1,115,0
855,1,117,0
856,1,126,0
857,1,147,0
858,1,149,0
859,1,166,0
860,1,169,0
861,1,181,0
862,1,182,0
863,1,195,0
864,1,-1,1
865,1,15,1
866,1,17,1
867,1,26,1
868,1,47,1
869,1,49,1
870,1,66,1
871,1,69,1
872,1,81,1
873,1,82,1
874,1,95,1
875,1,98,1
876,1,99,1
877,1,115,1
878,1,117,1
879,1,126,1
880,1,147,1
881,1,149,1
882,1,166,1
883,1,169,1
884,1,181,1
885,1,182,1
886,1,195,1
887,1,198,1
888,1,199,1
889,1,215,1
890,1,217,1
891,1,226,1
892,1,247,1
893,1,249,1
894,1,266,1
895,1,269,1
896,1,281,1
897,1,282,1
898,1,295,1
899,1,298,1
900,1,299,1
901,1,315,1
902,1,317,1
903,1,326,1
904,1,347,1
905,1,349,1
906,1,366,1
907,1,369,1
908,1,381,1
909,1,382,1
910,1,395,1
911,1,398,1
912,1,99,2
913,1,115,2
914,1,117,2
915,1,126,2
916,1,147,2
917,1,149,2
918,1,166,2
919,1,169,2
920,1,181,2
921,1,195,2
922,1,199,2
923,1,215,2
924,1,217,2
925,1,226,2
926,1,247,2
927,1,249,2
928,1,266,2
929,1,269,2
930,1,281,2
931,1,282,2
932,1,295,2
933,1,299,2
934,1,315,2
935,1,317,2
936,1,326,2
937,1,347,2
938,1,349,2
939,1,366,2
940,1,369,2
941,1,381,2
942,1,382,2
943,1,395,2
944,1,-1,3
945,1,15,3
946,1,17,3
947,1,26,3
948,1,31,3
949,1,47,3
950,1,49,3
951,1,66,3
952,1,69,3
953,1,81,3
954,1,95,3
955,1,99,3
956,1,115,3
957,1,117,3
958,1,126,3
959,1,131,3
960,1,147,3
961,1,149,3
962,1,157,3
963,1,166,3
964,1,169,3
965,1,181,3
966,1,195,3
967,1,199,3
968,1,215,3
969,1,217,3
970,1,226,3
971,1,231,3
972,1,247,3
973,1,249,3
974,1,266,3
975,1,269,3
976,1,281,3
977,1,295,3
978,1,299,3
979,1,315,3
980,1,317,3
981,1,326,3
982,1,347,3
983,1,349,3
984,1,366,3
985,1,369,3
986,1,381,3
987,1,395,3
988,1,-1,4
989,1,15,4
990,1,17,4
991,1,26,4
992,1,47,4
993,1,49,4
994,1,66,4
995,1,69,4
996,1,81,4
997,1,82,4
998,1,95,4
999,1,96,4
1000,1,99,4
1001,1,117,4
1002,1,126,4
1003,1,147,4
1004,1,149,4
1005,1,166,4
1006,1,169,4
1007,1,181,4
1008,1,182,4
1009,1,195,4
1010,1,196,4
1011,1,-1,5
1012,1,15,5
1013,1,17,5
1014,1,26,5
1015,1,47,5
1016,1,49,5
1017,1,66,5
1018,1,69,5
1019,1,81,5
1020,1,82,5
1021,1,95,5
1022,1,99,5
1023,1,115,5
1024,1,117,5
1025,1,126,5
1026,1,147,5
1027,1,149,5
1028,1,166,5
1029,1,169,5
1030,1,181,5
1031,1,182,5
1032,1,195,5
1033,1,199,5
1034,1,215,5
1035,1,217,5
1036,1,226,5
1037,1,247,5
1038,1,249,5
1039,1,266,5
1040,1,269,5
1041,1,281,5
1042,1,282,5
1043,1,295,5
1044,1,-1,6
1045,1,15,6
1046,1,26,6
1047,1,47,6
1048,1,49,6
1049,1,66,6
1050,1,69,6
1051,1,81,6
1052,1,82,6
1053,1,99,6
1054,1,115,6
1055,1,126,6
1056,1,147,6
1057,1,149,6
1058,1,166,6
1059,1,169,6
1060,1,181,6
1061,1,182,6
1062,1,199,6
1063,1,215,6
1064,1,226,6
1065,1,249,6
1066,1,266,6
1067,1,269,6
1068,1,281,6
1069,1,282,6
1070,1,299,6
1071,1,315,6
1072,1,317,6
1073,1,326,6
1074,1,347,6
1075,1,349,6
1076,1,366,6
1077,1,369,6
1078,1,381,6
1079,1,382,6
1080,1,394,6
1081,1,-1,7
1082,1,15,7
1083,1,17,7
1084,1,26,7
1085,1,47,7
1086,1,49,7
1087,1,66,7
1088,1,69,7
1089,1,81,7
1090,1,95,7
1091,1,99,7
1092,1,115,7
1093,1,117,7
1094,1,126,7
1095,1,147,7
1096,1,149,7
1097,1,166,7
1098,1,169,7
1099,1,181,7
1100,1,195,7
1101,1,199,7
1102,1,215,7
1103,1,217,7
1104,1,226,7
1105,1,247,7
1106,1,249,7
1107,1,266,7
1108,1,269,7
1109,1,281,7
1110,1,295,7
1111,1,299,7
1112,1,315,7
1113,1,317,7
1114,1,326,7
1115,1,347,7
1116,1,349,7
1117,1,366,7
1118,1,369,7
1119,1,381,7
1120,1,395,7
1121,1,-1,8
1122,1,15,8
1123,1,17,8
1124,1,26,8
1125,1,47,8
1126,1,49,8
1127,1,66,8
1128,1,69,8
1129,1,81,8
1130,1,82,8
1131,1,95,8
1132,1,99,8
1133,1,115,8
1134,1,117,8
1135,1,126,8
1136,1,147,8
1137,1,149,8
1138,1,166,8
1139,1,169,8
1140,1,181,8
1141,1,182,8
1142,1,195,8
1143,1,199,8
1144,1,215,8
1145,1,217,8
1146,1,226,8
1147,1,247,8
1148,1,249,8
1149,1,266,8
1150,1,269,8
1151,1,281,8
1152,1,282,8
1153,1,295,8
1154,1,299,8
1155,1,315,8
1156,1,317,8
1157,1,326,8
1158,1,347,8
1159,1,349,8
1160,1,366,8
1161,1,369,8
1162,1,381,8
1163,1,382,8
1164,1,395,8
1165,1,-1,9
1166,1,15,9
1167,1,17,9
1168,1,26,9
1169,1,47,9
1170,1,49,9
1171,1,66,9
1172,1,69,9
1173,1,81,9
1174,1,82,9
1175,1,95,9
1176,1,299,9
1177,1,315,9
1178,1,317,9
1179,1,326,9
1180,1,347,9
1181,1,349,9
1182,1,366,9
1183,1,369,9
1184,1,381,9
1185,1,382,9
1186,1,395,9
1187,2,14,0
1188,2,33,0
1189,2,42,0
1190,2,45,0
1191,2,47,0
1192,2,58,0
1193,2,60,0
1194,2,67,0
1195,2,83,0
1196,2,86,0
1197,2,114,0
1198,2,133,0
1199,2,142,0
1200,2,145,0
1201,2,147,0
1202,2,158,0
1203,2,160,0
1204,2,167,0
1205,2,172,0
1206,2,183,0
1207,2,186,0
1208,2,14,1
1209,2,33,1
1210,2,42,1
1211,2,45,1
1212,2,47,1
1213,2,58,1
1214,2,60,1
1215,2,67,1
1216,2,83,1
1217,2,86,1
1218,2,114,1
1219,2,133,1
1220,2,142,1
1221,2,145,1
1222,2,147,1
1223,2,158,1
1224,2,160,1
1225,2,167,1
1226,2,183,1
1227,2,186,1
1228,2,214,1
1229,2,233,1
1230,2,242,1
1231,2,245,1
1232,2,247,1
1233,2,258,1
1234,2,260,1
1235,2,267,1
1236,2,283,1
1237,2,286,1
1238,2,290,1
1239,2,314,1
1240,2,328,1
1241,2,333,1
1242,2,342,1
1243,2,345,1
1244,2,347,1
1245,2,358,1
1246,2,360,1
1247,2,367,1
1248,2,369,1
1249,2,383,1
1250,2,386,1
1251,2,114,2
1252,2,126,2
1253,2,133,2
1254,2,142,2
1255,2,145,2
1256,2,147,2
1257,2,152,2
1258,2,160,2
1259,2,167,2
1260,2,183,2
1261,2,186,2
1262,2,214,2
1263,2,226,2
1264,2,242,2
1265,2,245,2
1266,2,247,2
1267,2,252,2
1268,2,260,2
1269,2,267,2
1270,2,283,2
1271,2,286,2
1272,2,314,2
1273,2,326,2
1274,2,333,2
1275,2,342,2
1276,2,345,2
1277,2,347,2
1278,2,360,2
1279,2,367,2
1280,2,383,2
1281,2,386,2
1282,2,0,3
1283,2,33,3
1284,2,42,3
1285,2,45,3
1286,2,47,3
1287,2,58,3
1288,2,60,3
1289,2,67,3
1290,2,83,3
1291,2,86,3
1292,2,100,3
1293,2,133,3
1294,2,142,3
1295,2,145,3
1296,2,147,3
1297,2,149,3
1298,2,158,3
1299,2,160,3
1300,2,167,3
1301,2,183,3
1302,2,186,3
1303,2,193,3
1304,2,200,3
1305,2,231,3
1306,2,233,3
1307,2,242,3
1308,2,245,3
1309,2,247,3
1310,2,258,3
1311,2,260,3
1312,2,267,3
1313,2,283,3
1314,2,286,3
1315,2,290,3
1316,2,300,3
1317,2,333,3
1318,2,342,3
1319,2,345,3
1320,2,347,3
1321,2,358,3
1322,2,360,3
1323,2,367,3
1324,2,383,3
1325,2,386,3
1326,2,14,4
1327,2,33,4
1328,2,40,4
1329,2,45,4
1330,2,47,4
1331,2,58,4
1332,2,60,4
1333,2,67,4
1334,2,83,4
1335,2,86,4
1336,2,114,4
1337,2,120,4
1338,2,133,4
1339,2,140,4
1340,2,145,4
1341,2,147,4
1342,2,158,4
1343,2,160,4
1344,2,167,4
1345,2,183,4
1346,2,186,4
1347,2,14,5
1348,2,33,5
1349,2,42,5
1350,2,45,5
1351,2,47,5
1352,2,58,5
1353,2,60,5
1354,2,67,5
1355,2,83,5
1356,2,86,5
1357,2,114,5
1358,2,133,5
1359,2,142,5
1360,2,145,5
1361,2,147,5
1362,2,158,5
1363,2,160,5
1364,2,167,5
1365,2,183,5
1366,2,186,5
1367,2,233,5
1368,2,242,5
1369,2,245,5
1370,2,247,5
1371,2,258,5
1372,2,260,5
1373,2,267,5
1374,2,283,5
1375,2,286,5
1376,2,14,6
1377,2,33,6
1378,2,42,6
1379,2,45,6
1380,2,47,6
1381,2,58,6
1382,2,60,6
1383,2,67,6
1384,2,81,6
1385,2,83,6
1386,2,86,6
1387,2,114,6
1388,2,133,6
1389,2,142,6
1390,2,145,6
1391,2,147,6
1392,2,158,6
1393,2,160,6
1394,2,167,6
1395,2,181,6
1396,2,183,6
1397,2,186,6
1398,2,214,6
1399,2,233,6
1400,2,242,6
1401,2,245,6
1402,2,247,6
1403,2,255,6
1404,2,258,6
1405,2,260,6
1406,2,267,6
1407,2,281,6
1408,2,283,6
1409,2,286,6
1410,2,314,6
1411,2,333,6
1412,2,342,6
1413,2,345,6
1414,2,347,6
1415,2,358,6
1416,2,360,6
1417,2,367,6
1418,2,381,6
1419,2,383,6
1420,2,386,6
1421,2,12,7
1422,2,14,7
1423,2,33,7
1424,2,42,7
1425,2,45,7
1426,2,47,7
1427,2,58,7
1428,2,60,7
1429,2,67,7
1430,2,83,7
1431,2,86,7
1432,2,112,7
1433,2,114,7
1434,2,133,7
1435,2,142,7
1436,2,145,7
1437,2,147,7
1438,2,158,7
1439,2,160,7
1440,2,167,7
1441,2,183,7
1442,2,186,7
1443,2,212,7
1444,2,214,7
1445,2,233,7
1446,2,242,7
1447,2,245,7
1448,2,247,7
1449,2,258,7
1450,2,260,7
1451,2,267,7
1452,2,283,7
1453,2,286,7
1454,2,312,7
1455,2,314,7
1456,2,333,7
1457,2,342,7
1458,2,345,7
1459,2,358,7
1460,2,360,7
1461,2,367,7
1462,2,383,7
1463,2,386,7
1464,2,14,8
1465,2,33,8
1466,2,42,8
1467,2,45,8
1468,2,47,8
1469,2,58,8
1470,2,60,8
1471,2,67,8
1472,2,83,8
1473,2,86,8
1474,2,114,8
1475,2,133,8
1476,2,142,8
1477,2,145,8
1478,2,147,8
1479,2,158,8
1480,2,160,8
1481,2,167,8
1482,2,183,8
1483,2,186,8
1484,2,214,8
1485,2,233,8
1486,2,242,8
1487,2,245,8
1488,2,247,8
1489,2,258,8
1490,2,260,8
1491,2,283,8
1492,2,286,8
1493,2,314,8
1494,2,333,8
1495,2,342,8
1496,2,345,8
1497,2,347,8
1498,2,358,8
1499,2,360,8
1500,2,367,8
1501,2,383,8
1502,2,386,8
1503,2,14,9
1504,2,27,9
1505,2,33,9
1506,2,42,9
1507,2,45,9
1508,2,58,9
1509,2,60,9
1510,2,67,9
1511,2,83,9
1512,2,86,9
1513,2,314,9
1514,2,327,9
1515,2,333,9
1516,2,342,9
1517,2,345,9
1518,2,358,9
1519,2,360,9
1520,2,367,9
1521,2,383,9
1522,2,386,9
1523,3,20,0
1524,3,24,0
1525,3,25,0
1526,3,28,0
1527,3,39,0
1528,3,88,0
1529,3,90,0
1530,3,92,0
1531,3,120,0
1532,3,124,0
1533,3,125,0
1534,3,128,0
1535,3,139,0
1536,3,188,0
1537,3,190,0
1538,3,192,0
1539,3,20,1
1540,3,24,1
1541,3,25,1
1542,3,28,1
1543,3,39,1
1544,3,88,1
1545,3,90,1
1546,3,92,1
1547,3,120,1
1548,3,124,1
1549,3,125,1
1550,3,128,1
1551,3,139,1
1552,3,188,1
1553,3,190,1
1554,3,192,1
1555,3,220,1
1556,3,224,1
1557,3,228,1
1558,3,239,1
1559,3,288,1
1560,3,290,1
1561,3,292,1
1562,3,309,1
1563,3,320,1
1564,3,324,1
1565,3,325,1
1566,3,328,1
1567,3,339,1
1568,3,388,1
1569,3,390,1
1570,3,120,2
1571,3,124,2
1572,3,125,2
1573,3,128,2
1574,3,139,2
1575,3,188,2
1576,3,190,2
1577,3,192,2
1578,3,220,2
1579,3,224,2
1580,3,225,2
1581,3,228,2
1582,3,239,2
1583,3,288,2
1584,3,290,2
1585,3,292,2
1586,3,320,2
1587,3,324,2
1588,3,325,2
1589,3,328,2
1590,3,339,2
1591,3,388,2
1592,3,390,2
1593,3,392,2
1594,3,20,3
1595,3,24,3
1596,3,25,3
1597,3,28,3
1598,3,39,3
1599,3,88,3
1600,3,90,3
1601,3,120,3
1602,3,124,3
1603,3,125,3
1604,3,128,3
1605,3,139,3
1606,3,188,3
1607,3,190,3
1608,3,220,3
