,u,i,ts
117,-1,336,1
118,-1,341,1
119,-1,342,1
120,-1,348,1
121,-1,351,1
122,-1,352,1
123,-1,355,1
124,-1,363,1
125,-1,369,1
126,-1,382,1
127,-1,385,1
128,-1,386,1
129,-1,387,1
130,-1,0,2
131,-1,24,2
132,-1,32,2
133,-1,34,2
134,-1,41,2
135,-1,42,2
136,-1,48,2
137,-1,51,2
138,-1,52,2
139,-1,55,2
140,-1,63,2
141,-1,69,2
142,-1,82,2
143,-1,85,2
144,-1,86,2
145,-1,87,2
146,-1,100,2
147,-1,124,2
148,-1,132,2
149,-1,134,2
150,-1,141,2
151,-1,142,2
152,-1,148,2
153,-1,151,2
154,-1,169,2
155,-1,182,2
156,-1,185,2
157,-1,186,2
158,-1,187,2
159,-1,200,2
160,-1,224,2
161,-1,232,2
162,-1,234,2
163,-1,241,2
164,-1,242,2
165,-1,248,2
166,-1,251,2
167,-1,252,2
168,-1,255,2
169,-1,263,2
170,-1,269,2
171,-1,282,2
172,-1,285,2
173,-1,286,2
174,-1,287,2
175,-1,300,2
176,-1,324,2
177,-1,332,2
178,-1,334,2
179,-1,341,2
180,-1,342,2
181,-1,351,2
182,-1,352,2
183,-1,355,2
184,-1,363,2
185,-1,369,2
186,-1,382,2
187,-1,386,2
188,-1,387,2
189,-1,0,3
190,-1,24,3
191,-1,32,3
192,-1,34,3
193,-1,41,3
194,-1,42,3
195,-1,48,3
196,-1,51,3
197,-1,52,3
198,-1,55,3
199,-1,63,3
200,-1,69,3
201,-1,82,3
202,-1,85,3
203,-1,86,3
204,-1,87,3
205,-1,100,3
206,-1,124,3
207,-1,132,3
208,-1,134,3
209,-1,141,3
210,-1,142,3
211,-1,148,3
212,-1,151,3
213,-1,155,3
214,-1,163,3
215,-1,169,3
216,-1,182,3
217,-1,185,3
218,-1,186,3
219,-1,187,3
220,-1,200,3
221,-1,224,3
222,-1,232,3
223,-1,234,3
224,-1,241,3
225,-1,242,3
226,-1,248,3
227,-1,251,3
228,-1,252,3
229,-1,255,3
230,-1,263,3
231,-1,269,3
232,-1,282,3
233,-1,285,3
234,-1,286,3
235,-1,287,3
236,-1,300,3
237,-1,324,3
238,-1,332,3
239,-1,334,3
240,-1,341,3
241,-1,342,3
242,-1,348,3
243,-1,351,3
244,-1,352,3
245,-1,355,3
246,-1,363,3
247,-1,369,3
248,-1,382,3
249,-1,385,3
250,-1,386,3
251,-1,387,3
252,-1,0,4
253,-1,24,4
254,-1,32,4
255,-1,34,4
256,-1,42,4
257,-1,48,4
258,-1,51,4
259,-1,52,4
260,-1,55,4
261,-1,63,4
262,-1,69,4
263,-1,82,4
264,-1,85,4
265,-1,86,4
266,-1,87,4
267,-1,100,4
268,-1,124,4
269,-1,134,4
270,-1,142,4
271,-1,148,4
272,-1,151,4
273,-1,152,4
274,-1,155,4
275,-1,163,4
276,-1,169,4
277,-1,182,4
278,-1,185,4
279,-1,186,4
280,-1,187,4
281,-1,224,4
282,-1,232,4
283,-1,234,4
284,-1,242,4
285,-1,248,4
286,-1,251,4
287,-1,252,4
288,-1,255,4
289,-1,263,4
290,-1,269,4
291,-1,282,4
292,-1,285,4
293,-1,286,4
294,-1,287,4
295,-1,300,4
296,-1,324,4
297,-1,332,4
298,-1,334,4
299,-1,342,4
300,-1,346,4
301,-1,348,4
302,-1,351,4
303,-1,352,4
304,-1,355,4
305,-1,363,4
306,-1,366,4
307,-1,369,4
308,-1,377,4
309,-1,382,4
310,-1,385,4
311,-1,386,4
312,-1,387,4
313,-1,0,5
314,-1,24,5
315,-1,32,5
316,-1,34,5
317,-1,41,5
318,-1,42,5
319,-1,46,5
320,-1,48,5
321,-1,51,5
322,-1,52,5
323,-1,55,5
324,-1,63,5
325,-1,69,5
326,-1,82,5
327,-1,85,5
328,-1,86,5
329,-1,87,5
330,-1,100,5
331,-1,124,5
332,-1,132,5
333,-1,134,5
334,-1,141,5
335,-1,142,5
336,-1,146,5
337,-1,148,5
338,-1,151,5
339,-1,152,5
340,-1,155,5
341,-1,163,5
342,-1,169,5
343,-1,182,5
344,-1,185,5
345,-1,186,5
346,-1,187,5
347,-1,200,5
348,-1,224,5
349,-1,232,5
350,-1,234,5
351,-1,241,5
352,-1,242,5
353,-1,246,5
354,-1,248,5
355,-1,251,5
356,-1,252,5
357,-1,255,5
358,-1,263,5
359,-1,269,5
360,-1,282,5
361,-1,285,5
362,-1,286,5
363,-1,287,5
364,-1,0,6
365,-1,24,6
366,-1,34,6
367,-1,41,6
368,-1,42,6
369,-1,48,6
370,-1,51,6
371,-1,52,6
372,-1,55,6
373,-1,63,6
374,-1,69,6
375,-1,82,6
376,-1,85,6
377,-1,86,6
378,-1,87,6
379,-1,100,6
380,-1,124,6
381,-1,134,6
382,-1,141,6
383,-1,142,6
384,-1,148,6
385,-1,151,6
386,-1,152,6
387,-1,155,6
388,-1,163,6
389,-1,169,6
390,-1,182,6
391,-1,185,6
392,-1,186,6
393,-1,187,6
394,-1,200,6
395,-1,224,6
396,-1,234,6
397,-1,241,6
398,-1,242,6
399,-1,248,6
400,-1,251,6
401,-1,252,6
402,-1,255,6
403,-1,263,6
404,-1,269,6
405,-1,271,6
406,-1,282,6
407,-1,285,6
408,-1,286,6
409,-1,287,6
410,-1,300,6
411,-1,324,6
412,-1,334,6
413,-1,341,6
414,-1,342,6
415,-1,348,6
416,-1,351,6
417,-1,352,6
418,-1,355,6
419,-1,363,6
420,-1,369,6
421,-1,382,6
422,-1,385,6
423,-1,386,6
424,-1,387,6
425,-1,0,7
426,-1,24,7
427,-1,32,7
428,-1,34,7
429,-1,41,7
430,-1,42,7
431,-1,51,7
432,-1,52,7
433,-1,55,7
434,-1,63,7
435,-1,69,7
436,-1,82,7
437,-1,85,7
438,-1,86,7
439,-1,87,7
440,-1,100,7
441,-1,124,7
442,-1,132,7
443,-1,134,7
444,-1,141,7
445,-1,142,7
446,-1,151,7
447,-1,152,7
448,-1,163,7
449,-1,169,7
450,-1,182,7
451,-1,185,7
452,-1,186,7
453,-1,187,7
454,-1,200,7
455,-1,224,7
456,-1,232,7
457,-1,234,7
458,-1,241,7
459,-1,242,7
460,-1,251,7
461,-1,252,7
462,-1,255,7
463,-1,263,7
464,-1,269,7
465,-1,282,7
466,-1,285,7
467,-1,286,7
468,-1,287,7
469,-1,300,7
470,-1,324,7
471,-1,332,7
472,-1,333,7
473,-1,334,7
474,-1,341,7
475,-1,342,7
476,-1,351,7
477,-1,352,7
478,-1,355,7
479,-1,363,7
480,-1,382,7
481,-1,385,7
482,-1,386,7
483,-1,387,7
484,-1,0,8
485,-1,32,8
486,-1,34,8
487,-1,41,8
488,-1,42,8
489,-1,48,8
490,-1,52,8
491,-1,55,8
492,-1,63,8
493,-1,82,8
494,-1,85,8
495,-1,86,8
496,-1,87,8
497,-1,100,8
498,-1,132,8
499,-1,134,8
500,-1,141,8
501,-1,142,8
502,-1,148,8
503,-1,152,8
504,-1,155,8
505,-1,163,8
506,-1,182,8
507,-1,185,8
508,-1,186,8
509,-1,187,8
510,-1,200,8
511,-1,225,8
512,-1,232,8
513,-1,234,8
514,-1,241,8
515,-1,242,8
516,-1,248,8
517,-1,252,8
518,-1,255,8
519,-1,263,8
520,-1,282,8
521,-1,285,8
522,-1,286,8
523,-1,300,8
524,-1,332,8
525,-1,334,8
526,-1,341,8
527,-1,342,8
528,-1,348,8
529,-1,352,8
530,-1,355,8
531,-1,359,8
532,-1,363,8
533,-1,382,8
534,-1,385,8
535,-1,386,8
536,-1,387,8
537,-1,0,9
538,-1,24,9
539,-1,32,9
540,-1,34,9
541,-1,41,9
542,-1,42,9
543,-1,48,9
544,-1,51,9
545,-1,52,9
546,-1,55,9
547,-1,63,9
548,-1,69,9
549,-1,82,9
550,-1,85,9
551,-1,86,9
552,-1,87,9
553,-1,100,9
554,-1,119,9
555,-1,124,9
556,-1,134,9
557,-1,141,9
558,-1,142,9
559,-1,148,9
560,-1,151,9
561,-1,152,9
562,-1,155,9
563,-1,163,9
564,-1,169,9
565,-1,182,9
566,-1,185,9
567,-1,186,9
568,-1,187,9
569,-1,300,9
570,-1,324,9
571,-1,332,9
572,-1,334,9
573,-1,341,9
574,-1,342,9
575,-1,348,9
576,-1,351,9
577,-1,352,9
578,-1,355,9
579,-1,363,9
580,-1,369,9
581,-1,382,9
582,-1,385,9
583,-1,386,9
584,-1,387,9
585,0,25,0
586,0,29,0
587,0,41,0
588,0,46,0
589,0,54,0
590,0,58,0
591,0,66,0
592,0,69,0
593,0,71,0
594,0,80,0
595,0,94,0
596,0,125,0
597,0,129,0
598,0,141,0
599,0,146,0
600,0,154,0
601,0,158,0
602,0,166,0
603,0,169,0
604,0,171,0
605,0,180,0
606,0,194,0
607,0,225,0
608,0,229,0
609,0,241,0
610,0,246,0
611,0,254,0
612,0,258,0
613,0,266,0
614,0,269,0
615,0,271,0
616,0,280,0
617,0,294,0
618,0,322,0
619,0,325,0
620,0,329,0
621,0,341,0
622,0,346,0
623,0,354,0
624,0,358,0
625,0,366,0
626,0,369,0
627,0,371,0
628,0,380,0
629,0,394,0
630,0,25,1
631,0,41,1
632,0,46,1
633,0,54,1
634,0,58,1
635,0,66,1
636,0,69,1
637,0,71,1
638,0,80,1
639,0,94,1
640,0,125,1
641,0,141,1
642,0,146,1
643,0,154,1
644,0,166,1
645,0,169,1
646,0,171,1
647,0,180,1
648,0,194,1
649,0,225,1
650,0,241,1
651,0,246,1
652,0,254,1
653,0,258,1
654,0,266,1
655,0,269,1
656,0,271,1
657,0,280,1
658,0,294,1
659,0,325,1
660,0,341,1
661,0,346,1
662,0,354,1
663,0,358,1
664,0,366,1
665,0,369,1
666,0,371,1
667,0,380,1
668,0,394,1
669,0,25,2
670,0,29,2
671,0,41,2
672,0,46,2
673,0,54,2
674,0,58,2
675,0,66,2
676,0,69,2
677,0,71,2
678,0,80,2
679,0,94,2
680,0,125,2
681,0,129,2
682,0,141,2
683,0,146,2
684,0,154,2
685,0,158,2
686,0,166,2
687,0,169,2
688,0,171,2
689,0,180,2
690,0,194,2
691,0,225,2
692,0,229,2
693,0,241,2
694,0,246,2
695,0,254,2
696,0,258,2
697,0,266,2
698,0,269,2
699,0,271,2
700,0,280,2
701,0,294,2
702,0,325,2
703,0,329,2
704,0,341,2
705,0,346,2
706,0,354,2
707,0,358,2
708,0,366,2
709,0,369,2
710,0,371,2
711,0,380,2
712,0,394,2
713,0,25,3
714,0,29,3
715,0,41,3
716,0,46,3
717,0,54,3
718,0,58,3
719,0,66,3
720,0,69,3
721,0,71,3
722,0,80,3
723,0,94,3
724,0,125,3
725,0,129,3
726,0,141,3
727,0,146,3
728,0,154,3
729,0,158,3
730,0,166,3
731,0,169,3
732,0,171,3
733,0,180,3
734,0,194,3
735,0,225,3
736,0,229,3
737,0,241,3
738,0,246,3
739,0,254,3
740,0,258,3
741,0,266,3
742,0,269,3
743,0,271,3
744,0,280,3
745,0,294,3
746,0,325,3
747,0,329,3
748,0,341,3
749,0,346,3
750,0,354,3
751,0,358,3
752,0,366,3
753,0,369,3
754,0,371,3
755,0,380,3
756,0,394,3
757,0,25,4
758,0,29,4
759,0,41,4
760,0,46,4
761,0,49,4
762,0,54,4
763,0,58,4
764,0,66,4
765,0,69,4
766,0,71,4
767,0,80,4
768,0,94,4
769,0,125,4
770,0,129,4
771,0,141,4
772,0,146,4
773,0,149,4
774,0,154,4
775,0,158,4
776,0,166,4
777,0,169,4
778,0,171,4
779,0,180,4
780,0,183,4
781,0,194,4
782,0,225,4
783,0,229,4
784,0,241,4
785,0,246,4
786,0,249,4
787,0,254,4
788,0,258,4
789,0,266,4
790,0,269,4
791,0,271,4
792,0,280,4
793,0,294,4
794,0,325,4
795,0,329,4
796,0,341,4
797,0,346,4
798,0,349,4
799,0,354,4
800,0,358,4
801,0,366,4
802,0,369,4
803,0,371,4
804,0,380,4
805,0,394,4
806,0,25,5
807,0,29,5
808,0,41,5
809,0,46,5
810,0,54,5
811,0,58,5
812,0,66,5
813,0,69,5
814,0,71,5
815,0,75,5
816,0,80,5
817,0,94,5
818,0,125,5
819,0,129,5
820,0,141,5
821,0,146,5
822,0,154,5
823,0,158,5
824,0,166,5
825,0,169,5
826,0,171,5
827,0,175,5
828,0,180,5
829,0,194,5
830,0,225,5
831,0,229,5
832,0,241,5
833,0,246,5
834,0,254,5
835,0,258,5
836,0,266,5
837,0,269,5
838,0,271,5
839,0,275,5
840,0,280,5
841,0,294,5
842,0,25,6
843,0,29,6
844,0,41,6
845,0,46,6
846,0,54,6
847,0,58,6
848,0,66,6
849,0,69,6
850,0,71,6
851,0,80,6
852,0,94,6
853,0,125,6
854,0,129,6
855,0,141,6
856,0,146,6
857,0,154,6
858,0,158,6
859,0,166,6
860,0,169,6
861,0,171,6
862,0,180,6
863,0,194,6
864,0,225,6
865,0,229,6
866,0,241,6
867,0,246,6
868,0,254,6
869,0,258,6
870,0,266,6
871,0,269,6
872,0,271,6
873,0,280,6
874,0,294,6
875,0,296,6
876,0,325,6
877,0,329,6
878,0,341,6
879,0,346,6
880,0,354,6
881,0,358,6
882,0,366,6
883,0,369,6
884,0,371,6
885,0,380,6
886,0,394,6
887,0,25,7
888,0,29,7
889,0,41,7
890,0,46,7
891,0,54,7
892,0,58,7
893,0,66,7
894,0,69,7
895,0,71,7
896,0,80,7
897,0,94,7
898,0,125,7
899,0,129,7
900,0,141,7
901,0,146,7
902,0,154,7
903,0,158,7
904,0,166,7
905,0,169,7
906,0,171,7
907,0,180,7
908,0,194,7
909,0,225,7
910,0,229,7
911,0,241,7
912,0,246,7
913,0,254,7
914,0,258,7
915,0,266,7
916,0,269,7
917,0,271,7
918,0,280,7
919,0,294,7
920,0,325,7
921,0,329,7
922,0,341,7
923,0,346,7
924,0,354,7
925,0,358,7
926,0,366,7
927,0,369,7
928,0,371,7
929,0,380,7
930,0,394,7
931,0,15,8
932,0,29,8
933,0,41,8
934,0,46,8
935,0,54,8
936,0,58,8
937,0,66,8
938,0,69,8
939,0,71,8
940,0,80,8
941,0,94,8
942,0,115,8
943,0,129,8
944,0,141,8
945,0,146,8
946,0,154,8
947,0,158,8
948,0,166,8
949,0,169,8
950,0,171,8
951,0,180,8
952,0,194,8
953,0,215,8
954,0,229,8
955,0,241,8
956,0,246,8
957,0,254,8
958,0,258,8
959,0,266,8
960,0,269,8
961,0,271,8
962,0,280,8
963,0,294,8
964,0,329,8
965,0,341,8
966,0,346,8
967,0,354,8
968,0,358,8
969,0,366,8
970,0,369,8
971,0,371,8
972,0,380,8
973,0,394,8
974,0,25,9
975,0,29,9
976,0,41,9
977,0,54,9
978,0,58,9
979,0,66,9
980,0,69,9
981,0,71,9
982,0,80,9
983,0,83,9
984,0,94,9
985,0,125,9
986,0,129,9
987,0,141,9
988,0,154,9
989,0,158,9
990,0,166,9
991,0,169,9
992,0,171,9
993,0,180,9
994,0,183,9
995,0,325,9
996,0,329,9
997,0,341,9
998,0,354,9
999,0,358,9
1000,0,366,9
1001,0,369,9
1002,0,371,9
1003,0,380,9
1004,0,383,9
1005,0,394,9
1006,1,-1,0
1007,1,15,0
1008,1,17,0
1009,1,26,0
1010,1,47,0
1011,1,49,0
1012,1,66,0
1013,1,69,0
1014,1,81,0
1015,1,82,0
1016,1,95,0
1017,1,99,0
1018,1,115,0
1019,1,117,0
1020,1,126,0
1021,1,147,0
1022,1,149,0
1023,1,166,0
1024,1,169,0
1025,1,181,0
1026,1,182,0
1027,1,195,0
1028,1,199,0
1029,1,217,0
1030,1,226,0
1031,1,247,0
1032,1,249,0
1033,1,266,0
1034,1,269,0
1035,1,281,0
1036,1,282,0
1037,1,295,0
1038,1,299,0
1039,1,315,0
1040,1,317,0
1041,1,326,0
1042,1,347,0
1043,1,349,0
1044,1,366,0
1045,1,369,0
1046,1,381,0
1047,1,382,0
1048,1,395,0
1049,1,-1,1
1050,1,15,1
1051,1,17,1
1052,1,26,1
1053,1,47,1
1054,1,49,1
1055,1,66,1
1056,1,69,1
1057,1,81,1
1058,1,82,1
1059,1,95,1
1060,1,98,1
1061,1,99,1
1062,1,115,1
1063,1,117,1
1064,1,126,1
1065,1,147,1
1066,1,149,1
1067,1,166,1
1068,1,169,1
1069,1,181,1
1070,1,182,1
1071,1,195,1
1072,1,198,1
1073,1,199,1
1074,1,215,1
1075,1,217,1
1076,1,226,1
1077,1,247,1
1078,1,249,1
1079,1,266,1
1080,1,269,1
1081,1,281,1
1082,1,282,1
1083,1,295,1
1084,1,298,1
1085,1,299,1
1086,1,315,1
1087,1,317,1
1088,1,326,1
1089,1,347,1
1090,1,349,1
1091,1,366,1
1092,1,369,1
1093,1,381,1
1094,1,382,1
1095,1,395,1
1096,1,398,1
1097,1,-1,2
1098,1,15,2
1099,1,17,2
1100,1,26,2
1101,1,47,2
1102,1,49,2
1103,1,66,2
1104,1,69,2
1105,1,81,2
1106,1,82,2
1107,1,95,2
1108,1,99,2
1109,1,115,2
1110,1,117,2
1111,1,126,2
1112,1,147,2
1113,1,149,2
1114,1,166,2
1115,1,169,2
1116,1,181,2
1117,1,195,2
1118,1,199,2
1119,1,215,2
1120,1,217,2
1121,1,226,2
1122,1,247,2
1123,1,249,2
1124,1,266,2
1125,1,269,2
1126,1,281,2
1127,1,282,2
1128,1,295,2
1129,1,299,2
1130,1,315,2
1131,1,317,2
1132,1,326,2
1133,1,347,2
1134,1,349,2
1135,1,366,2
1136,1,369,2
1137,1,381,2
1138,1,382,2
1139,1,395,2
1140,1,-1,3
1141,1,15,3
1142,1,17,3
1143,1,26,3
1144,1,31,3
1145,1,47,3
1146,1,49,3
1147,1,66,3
1148,1,69,3
1149,1,81,3
1150,1,95,3
1151,1,99,3
1152,1,115,3
1153,1,117,3
1154,1,126,3
1155,1,131,3
1156,1,147,3
1157,1,149,3
1158,1,157,3
1159,1,166,3
1160,1,169,3
1161,1,181,3
1162,1,195,3
1163,1,199,3
1164,1,215,3
1165,1,217,3
1166,1,226,3
1167,1,231,3
1168,1,247,3
1169,1,249,3
1170,1,266,3
1171,1,269,3
1172,1,281,3
1173,1,295,3
1174,1,299,3
1175,1,315,3
1176,1,317,3
1177,1,326,3
1178,1,347,3
1179,1,349,3
1180,1,366,3
1181,1,369,3
1182,1,381,3
1183,1,395,3
1184,1,-1,4
1185,1,15,4
1186,1,17,4
1187,1,26,4
1188,1,47,4
1189,1,49,4
1190,1,66,4
1191,1,69,4
1192,1,81,4
1193,1,82,4
1194,1,95,4
1195,1,96,4
1196,1,99,4
1197,1,117,4
1198,1,126,4
1199,1,147,4
1200,1,149,4
1201,1,166,4
1202,1,169,4
1203,1,181,4
1204,1,182,4
1205,1,195,4
1206,1,196,4
1207,1,199,4
1208,1,215,4
1209,1,217,4
1210,1,218,4
1211,1,226,4
1212,1,247,4
1213,1,249,4
1214,1,266,4
1215,1,269,4
1216,1,281,4
1217,1,282,4
1218,1,295,4
1219,1,296,4
1220,1,299,4
1221,1,315,4
1222,1,317,4
1223,1,347,4
1224,1,349,4
1225,1,366,4
1226,1,369,4
1227,1,381,4
1228,1,382,4
1229,1,395,4
1230,1,396,4
1231,1,-1,5
1232,1,15,5
1233,1,17,5
1234,1,26,5
1235,1,47,5
1236,1,49,5
1237,1,66,5
1238,1,69,5
1239,1,81,5
1240,1,82,5
1241,1,95,5
1242,1,99,5
1243,1,115,5
1244,1,117,5
1245,1,126,5
1246,1,147,5
1247,1,149,5
1248,1,166,5
1249,1,169,5
1250,1,181,5
1251,1,182,5
1252,1,195,5
1253,1,199,5
1254,1,215,5
1255,1,217,5
1256,1,226,5
1257,1,247,5
1258,1,249,5
1259,1,266,5
1260,1,269,5
1261,1,281,5
1262,1,282,5
1263,1,295,5
1264,1,-1,6
1265,1,15,6
1266,1,26,6
1267,1,47,6
1268,1,49,6
1269,1,66,6
1270,1,69,6
1271,1,81,6
1272,1,82,6
1273,1,99,6
1274,1,115,6
1275,1,126,6
1276,1,147,6
1277,1,149,6
1278,1,166,6
1279,1,169,6
1280,1,181,6
1281,1,182,6
1282,1,199,6
1283,1,215,6
1284,1,226,6
1285,1,249,6
1286,1,266,6
1287,1,269,6
1288,1,281,6
1289,1,282,6
1290,1,299,6
1291,1,315,6
1292,1,317,6
1293,1,326,6
1294,1,347,6
1295,1,349,6
1296,1,366,6
1297,1,369,6
1298,1,381,6
1299,1,382,6
1300,1,394,6
1301,1,-1,7
1302,1,15,7
1303,1,17,7
1304,1,26,7
1305,1,47,7
1306,1,49,7
1307,1,66,7
1308,1,69,7
1309,1,81,7
1310,1,95,7
1311,1,99,7
1312,1,115,7
1313,1,117,7
1314,1,126,7
1315,1,147,7
1316,1,149,7
1317,1,166,7
1318,1,169,7
1319,1,181,7
1320,1,195,7
1321,1,199,7
1322,1,215,7
1323,1,217,7
1324,1,226,7
1325,1,247,7
1326,1,249,7
1327,1,266,7
1328,1,269,7
1329,1,281,7
1330,1,295,7
1331,1,299,7
1332,1,315,7
1333,1,317,7
1334,1,326,7
1335,1,347,7
1336,1,349,7
1337,1,366,7
1338,1,369,7
1339,1,381,7
1340,1,395,7
1341,1,-1,8
1342,1,15,8
1343,1,17,8
1344,1,26,8
1345,1,47,8
1346,1,49,8
1347,1,66,8
1348,1,69,8
1349,1,81,8
1350,1,82,8
1351,1,95,8
1352,1,99,8
1353,1,115,8
1354,1,117,8
1355,1,126,8
1356,1,147,8
1357,1,149,8
1358,1,166,8
1359,1,169,8
1360,1,181,8
1361,1,182,8
1362,1,195,8
1363,1,199,8
1364,1,215,8
1365,1,217,8
1366,1,226,8
1367,1,247,8
1368,1,249,8
1369,1,266,8
1370,1,269,8
1371,1,281,8
1372,1,282,8
1373,1,295,8
1374,1,299,8
1375,1,315,8
1376,1,317,8
1377,1,326,8
1378,1,347,8
1379,1,349,8
1380,1,366,8
1381,1,369,8
1382,1,381,8
1383,1,382,8
1384,1,395,8
1385,1,-1,9
1386,1,15,9
1387,1,17,9
1388,1,26,9
1389,1,47,9
1390,1,49,9
1391,1,66,9
1392,1,69,9
1393,1,81,9
1394,1,82,9
1395,1,95,9
1396,1,99,9
1397,1,115,9
1398,1,117,9
1399,1,126,9
1400,1,147,9
1401,1,149,9
1402,1,166,9
1403,1,169,9
1404,1,181,9
1405,1,182,9
1406,1,195,9
1407,1,299,9
1408,1,315,9
1409,1,317,9
1410,1,326,9
1411,1,347,9
1412,1,349,9
1413,1,366,9
1414,1,369,9
1415,1,381,9
1416,1,382,9
1417,1,395,9
1418,2,14,0
1419,2,33,0
1420,2,42,0
1421,2,45,0
1422,2,47,0
1423,2,58,0
1424,2,60,0
1425,2,67,0
1426,2,83,0
1427,2,86,0
1428,2,114,0
1429,2,133,0
1430,2,142,0
1431,2,145,0
1432,2,147,0
1433,2,158,0
1434,2,160,0
1435,2,167,0
1436,2,172,0
1437,2,183,0
1438,2,186,0
1439,2,214,0
1440,2,233,0
1441,2,242,0
1442,2,245,0
1443,2,247,0
1444,2,258,0
1445,2,260,0
1446,2,267,0
1447,2,283,0
1448,2,286,0
1449,2,314,0
1450,2,333,0
1451,2,342,0
1452,2,345,0
1453,2,347,0
1454,2,358,0
1455,2,360,0
1456,2,367,0
1457,2,383,0
1458,2,386,0
1459,2,14,1
1460,2,33,1
1461,2,42,1
1462,2,45,1
1463,2,47,1
1464,2,58,1
1465,2,60,1
1466,2,67,1
1467,2,83,1
1468,2,86,1
1469,2,114,1
1470,2,133,1
1471,2,142,1
1472,2,145,1
1473,2,147,1
1474,2,158,1
1475,2,160,1
1476,2,167,1
1477,2,183,1
1478,2,186,1
1479,2,214,1
1480,2,233,1
1481,2,242,1
1482,2,245,1
1483,2,247,1
1484,2,258,1
1485,2,260,1
1486,2,267,1
1487,2,283,1
1488,2,286,1
1489,2,290,1
1490,2,314,1
1491,2,328,1
1492,2,333,1
1493,2,342,1
1494,2,345,1
1495,2,347,1
1496,2,358,1
1497,2,360,1
1498,2,367,1
1499,2,369,1
1500,2,383,1
1501,2,386,1
1502,2,14,2
1503,2,26,2
1504,2,33,2
1505,2,42,2
1506,2,45,2
1507,2,47,2
1508,2,52,2
1509,2,60,2
1510,2,67,2
1511,2,83,2
1512,2,86,2
1513,2,114,2
1514,2,126,2
1515,2,133,2
1516,2,142,2
1517,2,145,2
1518,2,147,2
1519,2,152,2
1520,2,160,2
1521,2,167,2
1522,2,183,2
1523,2,186,2
1524,2,214,2
1525,2,226,2
1526,2,242,2
1527,2,245,2
1528,2,247,2
1529,2,252,2
1530,2,260,2
1531,2,267,2
1532,2,283,2
1533,2,286,2
1534,2,314,2
1535,2,326,2
1536,2,333,2
1537,2,342,2
1538,2,345,2
1539,2,347,2
1540,2,360,2
1541,2,367,2
1542,2,383,2
1543,2,386,2
1544,2,0,3
1545,2,33,3
1546,2,42,3
1547,2,45,3
1548,2,47,3
1549,2,58,3
1550,2,60,3
1551,2,67,3
1552,2,83,3
1553,2,86,3
1554,2,100,3
1555,2,133,3
1556,2,142,3
1557,2,145,3
1558,2,147,3
1559,2,149,3
1560,2,158,3
1561,2,160,3
1562,2,167,3
1563,2,183,3
1564,2,186,3
1565,2,193,3
1566,2,200,3
1567,2,231,3
1568,2,233,3
1569,2,242,3
1570,2,245,3
1571,2,247,3
1572,2,258,3
1573,2,260,3
1574,2,267,3
1575,2,283,3
1576,2,286,3
1577,2,290,3
1578,2,300,3
1579,2,333,3
1580,2,342,3
1581,2,345,3
1582,2,347,3
1583,2,358,3
1584,2,360,3
1585,2,367,3
1586,2,383,3
1587,2,386,3
1588,2,14,4
1589,2,33,4
1590,2,40,4
1591,2,45,4
1592,2,47,4
1593,2,58,4
1594,2,60,4
1595,2,67,4
1596,2,83,4
1597,2,86,4
