,u,i,ts
117,-1,336,1
118,-1,341,1
119,-1,342,1
120,-1,348,1
121,-1,351,1
122,-1,352,1
123,-1,355,1
124,-1,363,1
125,-1,369,1
126,-1,382,1
127,-1,385,1
128,-1,386,1
129,-1,387,1
130,-1,0,2
131,-1,24,2
132,-1,32,2
133,-1,34,2
134,-1,41,2
135,-1,42,2
136,-1,48,2
137,-1,51,2
138,-1,52,2
139,-1,55,2
140,-1,63,2
141,-1,69,2
142,-1,82,2
143,-1,85,2
144,-1,86,2
145,-1,87,2
146,-1,100,2
147,-1,124,2
148,-1,132,2
149,-1,134,2
150,-1,141,2
151,-1,142,2
152,-1,148,2
153,-1,151,2
154,-1,169,2
155,-1,182,2
156,-1,185,2
157,-1,186,2
158,-1,187,2
159,-1,200,2
160,-1,224,2
161,-1,232,2
162,-1,234,2
163,-1,241,2
164,-1,242,2
165,-1,248,2
166,-1,251,2
167,-1,252,2
168,-1,255,2
169,-1,263,2
170,-1,269,2
171,-1,282,2
172,-1,285,2
173,-1,286,2
174,-1,287,2
175,-1,300,2
176,-1,324,2
177,-1,332,2
178,-1,334,2
179,-1,341,2
180,-1,342,2
181,-1,351,2
182,-1,352,2
183,-1,355,2
184,-1,363,2
185,-1,369,2
186,-1,382,2
187,-1,386,2
188,-1,387,2
189,-1,0,3
190,-1,24,3
191,-1,32,3
192,-1,34,3
193,-1,41,3
194,-1,42,3
195,-1,48,3
196,-1,51,3
197,-1,52,3
198,-1,55,3
199,-1,63,3
200,-1,69,3
201,-1,82,3
202,-1,85,3
203,-1,86,3
204,-1,87,3
205,-1,100,3
206,-1,124,3
207,-1,132,3
208,-1,134,3
209,-1,141,3
210,-1,142,3
211,-1,148,3
212,-1,151,3
213,-1,155,3
214,-1,163,3
215,-1,169,3
216,-1,182,3
217,-1,185,3
218,-1,186,3
219,-1,187,3
220,-1,200,3
221,-1,224,3
222,-1,232,3
223,-1,234,3
224,-1,241,3
225,-1,242,3
226,-1,248,3
227,-1,251,3
228,-1,252,3
229,-1,255,3
230,-1,263,3
231,-1,269,3
232,-1,282,3
233,-1,285,3
234,-1,286,3
235,-1,287,3
236,-1,300,3
237,-1,324,3
238,-1,332,3
239,-1,334,3
240,-1,341,3
241,-1,342,3
242,-1,348,3
243,-1,351,3
244,-1,352,3
245,-1,355,3
246,-1,363,3
247,-1,369,3
248,-1,382,3
249,-1,385,3
250,-1,386,3
251,-1,387,3
252,-1,0,4
253,-1,24,4
254,-1,32,4
255,-1,34,4
256,-1,42,4
257,-1,48,4
258,-1,51,4
259,-1,52,4
260,-1,55,4
261,-1,63,4
262,-1,69,4
263,-1,82,4
264,-1,85,4
265,-1,86,4
266,-1,87,4
267,-1,100,4
268,-1,124,4
269,-1,134,4
270,-1,142,4
271,-1,148,4
272,-1,151,4
273,-1,152,4
274,-1,155,4
275,-1,163,4
276,-1,169,4
277,-1,182,4
278,-1,185,4
279,-1,186,4
280,-1,187,4
281,-1,224,4
282,-1,232,4
283,-1,234,4
284,-1,242,4
285,-1,248,4
286,-1,251,4
287,-1,252,4
288,-1,255,4
289,-1,263,4
290,-1,269,4
291,-1,282,4
292,-1,285,4
293,-1,286,4
294,-1,287,4
295,-1,300,4
296,-1,324,4
297,-1,332,4
298,-1,334,4
299,-1,342,4
300,-1,346,4
301,-1,348,4
302,-1,351,4
303,-1,352,4
304,-1,355,4
305,-1,363,4
306,-1,366,4
307,-1,369,4
308,-1,377,4
309,-1,382,4
310,-1,385,4
311,-1,386,4
312,-1,387,4
313,-1,0,5
314,-1,24,5
315,-1,32,5
316,-1,34,5
317,-1,41,5
318,-1,42,5
319,-1,46,5
320,-1,48,5
321,-1,51,5
322,-1,52,5
323,-1,55,5
324,-1,63,5
325,-1,69,5
326,-1,82,5
327,-1,85,5
328,-1,86,5
329,-1,87,5
330,-1,100,5
331,-1,124,5
332,-1,132,5
333,-1,134,5
334,-1,141,5
335,-1,142,5
336,-1,146,5
337,-1,148,5
338,-1,151,5
339,-1,152,5
340,-1,155,5
341,-1,163,5
342,-1,169,5
343,-1,182,5
344,-1,185,5
345,-1,186,5
346,-1,187,5
347,-1,200,5
348,-1,224,5
349,-1,232,5
350,-1,234,5
351,-1,241,5
352,-1,242,5
353,-1,246,5
354,-1,248,5
355,-1,251,5
356,-1,252,5
357,-1,255,5
358,-1,263,5
359,-1,269,5
360,-1,282,5
361,-1,285,5
362,-1,286,5
363,-1,287,5
364,-1,300,5
365,-1,324,5
366,-1,332,5
367,-1,334,5
368,-1,341,5
369,-1,342,5
370,-1,346,5
371,-1,348,5
372,-1,351,5
373,-1,352,5
374,-1,355,5
375,-1,363,5
376,-1,369,5
377,-1,382,5
378,-1,385,5
379,-1,386,5
380,-1,387,5
381,-1,0,6
382,-1,24,6
383,-1,34,6
384,-1,41,6
385,-1,42,6
386,-1,48,6
387,-1,51,6
388,-1,52,6
389,-1,55,6
390,-1,63,6
391,-1,69,6
392,-1,82,6
393,-1,85,6
394,-1,86,6
395,-1,87,6
396,-1,100,6
397,-1,124,6
398,-1,134,6
399,-1,141,6
400,-1,142,6
401,-1,148,6
402,-1,151,6
403,-1,152,6
404,-1,155,6
405,-1,163,6
406,-1,169,6
407,-1,182,6
408,-1,185,6
409,-1,186,6
410,-1,187,6
411,-1,200,6
412,-1,224,6
413,-1,234,6
414,-1,241,6
415,-1,242,6
416,-1,248,6
417,-1,251,6
418,-1,252,6
419,-1,255,6
420,-1,263,6
421,-1,269,6
422,-1,271,6
423,-1,282,6
424,-1,285,6
425,-1,286,6
426,-1,287,6
427,-1,300,6
428,-1,324,6
429,-1,334,6
430,-1,341,6
431,-1,342,6
432,-1,348,6
433,-1,351,6
434,-1,352,6
435,-1,355,6
436,-1,363,6
437,-1,369,6
438,-1,382,6
439,-1,385,6
440,-1,386,6
441,-1,387,6
442,-1,0,7
443,-1,24,7
444,-1,32,7
445,-1,34,7
446,-1,41,7
447,-1,42,7
448,-1,51,7
449,-1,52,7
450,-1,55,7
451,-1,63,7
452,-1,69,7
453,-1,82,7
454,-1,85,7
455,-1,86,7
456,-1,87,7
457,-1,100,7
458,-1,124,7
459,-1,132,7
460,-1,134,7
461,-1,141,7
462,-1,142,7
463,-1,151,7
464,-1,152,7
465,-1,163,7
466,-1,169,7
467,-1,182,7
468,-1,185,7
469,-1,186,7
470,-1,187,7
471,-1,200,7
472,-1,224,7
473,-1,232,7
474,-1,234,7
475,-1,241,7
476,-1,242,7
477,-1,251,7
478,-1,252,7
479,-1,255,7
480,-1,263,7
481,-1,269,7
482,-1,282,7
483,-1,285,7
484,-1,286,7
485,-1,287,7
486,-1,300,7
487,-1,324,7
488,-1,332,7
489,-1,333,7
490,-1,334,7
491,-1,341,7
492,-1,342,7
493,-1,351,7
494,-1,352,7
495,-1,355,7
496,-1,363,7
497,-1,382,7
498,-1,385,7
499,-1,386,7
500,-1,387,7
501,-1,0,8
502,-1,32,8
503,-1,34,8
504,-1,41,8
505,-1,42,8
506,-1,48,8
507,-1,52,8
508,-1,55,8
509,-1,63,8
510,-1,82,8
511,-1,85,8
512,-1,86,8
513,-1,87,8
514,-1,100,8
515,-1,132,8
516,-1,134,8
517,-1,141,8
518,-1,142,8
519,-1,148,8
520,-1,152,8
521,-1,155,8
522,-1,163,8
523,-1,182,8
524,-1,185,8
525,-1,186,8
526,-1,187,8
527,-1,200,8
528,-1,225,8
529,-1,232,8
530,-1,234,8
531,-1,241,8
532,-1,242,8
533,-1,248,8
534,-1,252,8
535,-1,255,8
536,-1,263,8
537,-1,282,8
538,-1,285,8
539,-1,286,8
540,-1,300,8
541,-1,332,8
542,-1,334,8
543,-1,341,8
544,-1,342,8
545,-1,348,8
546,-1,352,8
547,-1,355,8
548,-1,359,8
549,-1,363,8
550,-1,382,8
551,-1,385,8
552,-1,386,8
553,-1,387,8
554,-1,0,9
555,-1,24,9
556,-1,32,9
557,-1,34,9
558,-1,41,9
559,-1,42,9
560,-1,48,9
561,-1,51,9
562,-1,52,9
563,-1,55,9
564,-1,63,9
565,-1,69,9
566,-1,82,9
567,-1,85,9
568,-1,86,9
569,-1,87,9
570,-1,100,9
571,-1,119,9
572,-1,124,9
573,-1,134,9
574,-1,141,9
575,-1,142,9
576,-1,148,9
577,-1,151,9
578,-1,152,9
579,-1,155,9
580,-1,163,9
581,-1,169,9
582,-1,182,9
583,-1,185,9
584,-1,186,9
585,-1,187,9
586,-1,200,9
587,-1,224,9
588,-1,232,9
589,-1,234,9
590,-1,241,9
591,-1,242,9
592,-1,248,9
593,-1,251,9
594,-1,252,9
595,-1,255,9
596,-1,263,9
597,-1,269,9
598,-1,282,9
599,-1,285,9
600,-1,286,9
601,-1,287,9
602,-1,300,9
603,-1,324,9
604,-1,332,9
605,-1,334,9
606,-1,341,9
607,-1,342,9
608,-1,348,9
609,-1,351,9
610,-1,352,9
611,-1,355,9
612,-1,363,9
613,-1,369,9
614,-1,382,9
615,-1,385,9
616,-1,386,9
617,-1,387,9
618,0,25,0
619,0,29,0
620,0,41,0
621,0,46,0
622,0,54,0
623,0,58,0
624,0,66,0
625,0,69,0
626,0,71,0
627,0,80,0
628,0,94,0
629,0,125,0
630,0,129,0
631,0,141,0
632,0,146,0
633,0,154,0
634,0,158,0
635,0,166,0
636,0,169,0
637,0,171,0
638,0,180,0
639,0,194,0
640,0,225,0
641,0,229,0
642,0,241,0
643,0,246,0
644,0,254,0
645,0,258,0
646,0,266,0
647,0,269,0
648,0,271,0
649,0,280,0
650,0,294,0
651,0,322,0
652,0,325,0
653,0,329,0
654,0,341,0
655,0,346,0
656,0,354,0
657,0,358,0
658,0,366,0
659,0,369,0
660,0,371,0
661,0,380,0
662,0,394,0
663,0,25,1
664,0,41,1
665,0,46,1
666,0,54,1
667,0,58,1
668,0,66,1
669,0,69,1
670,0,71,1
671,0,80,1
672,0,94,1
673,0,125,1
674,0,141,1
675,0,146,1
676,0,154,1
677,0,166,1
678,0,169,1
679,0,171,1
680,0,180,1
681,0,194,1
682,0,225,1
683,0,241,1
684,0,246,1
685,0,254,1
686,0,258,1
687,0,266,1
688,0,269,1
689,0,271,1
690,0,280,1
691,0,294,1
692,0,325,1
693,0,341,1
694,0,346,1
695,0,354,1
696,0,358,1
697,0,366,1
698,0,369,1
699,0,371,1
700,0,380,1
701,0,394,1
702,0,25,2
703,0,29,2
704,0,41,2
705,0,46,2
706,0,54,2
707,0,58,2
708,0,66,2
709,0,69,2
710,0,71,2
711,0,80,2
712,0,94,2
713,0,125,2
714,0,129,2
715,0,141,2
716,0,146,2
717,0,154,2
718,0,158,2
719,0,166,2
720,0,169,2
721,0,171,2
722,0,180,2
723,0,194,2
724,0,225,2
725,0,229,2
726,0,241,2
727,0,246,2
728,0,254,2
729,0,258,2
730,0,266,2
731,0,269,2
732,0,271,2
733,0,280,2
734,0,294,2
735,0,325,2
736,0,329,2
737,0,341,2
738,0,346,2
739,0,354,2
740,0,358,2
741,0,366,2
742,0,369,2
743,0,371,2
744,0,380,2
745,0,394,2
746,0,25,3
747,0,29,3
748,0,41,3
749,0,46,3
750,0,54,3
751,0,58,3
752,0,66,3
753,0,69,3
754,0,71,3
755,0,80,3
756,0,94,3
757,0,125,3
758,0,129,3
759,0,141,3
760,0,146,3
761,0,154,3
762,0,158,3
763,0,166,3
764,0,169,3
765,0,171,3
766,0,180,3
767,0,194,3
768,0,225,3
769,0,229,3
770,0,241,3
771,0,246,3
772,0,254,3
773,0,258,3
774,0,266,3
775,0,269,3
776,0,271,3
777,0,280,3
778,0,294,3
779,0,325,3
780,0,329,3
781,0,341,3
782,0,346,3
783,0,354,3
784,0,358,3
785,0,366,3
786,0,369,3
787,0,371,3
788,0,380,3
789,0,394,3
790,0,25,4
791,0,29,4
792,0,41,4
793,0,46,4
794,0,49,4
795,0,54,4
796,0,58,4
797,0,66,4
798,0,69,4
799,0,71,4
800,0,80,4
801,0,94,4
802,0,125,4
803,0,129,4
804,0,141,4
805,0,146,4
806,0,149,4
807,0,154,4
808,0,158,4
809,0,166,4
810,0,169,4
811,0,171,4
812,0,180,4
813,0,183,4
814,0,194,4
815,0,225,4
816,0,229,4
817,0,241,4
818,0,246,4
819,0,249,4
820,0,254,4
821,0,258,4
822,0,266,4
823,0,269,4
824,0,271,4
825,0,280,4
826,0,294,4
827,0,325,4
828,0,329,4
829,0,341,4
830,0,346,4
831,0,349,4
832,0,354,4
833,0,358,4
834,0,366,4
835,0,369,4
836,0,371,4
837,0,380,4
838,0,394,4
839,0,25,5
840,0,29,5
841,0,41,5
842,0,46,5
843,0,54,5
844,0,58,5
845,0,66,5
846,0,69,5
847,0,71,5
848,0,75,5
849,0,80,5
850,0,94,5
851,0,125,5
852,0,129,5
853,0,141,5
854,0,146,5
855,0,154,5
856,0,158,5
857,0,166,5
858,0,169,5
859,0,171,5
860,0,175,5
861,0,180,5
862,0,194,5
863,0,225,5
864,0,229,5
865,0,241,5
866,0,246,5
867,0,254,5
868,0,258,5
869,0,266,5
870,0,269,5
871,0,271,5
872,0,275,5
873,0,280,5
874,0,294,5
875,0,325,5
876,0,329,5
877,0,341,5
878,0,346,5
879,0,354,5
880,0,358,5
881,0,366,5
882,0,369,5
883,0,371,5
884,0,375,5
885,0,380,5
886,0,394,5
887,0,25,6
888,0,29,6
889,0,41,6
890,0,46,6
891,0,54,6
892,0,58,6
893,0,66,6
894,0,69,6
895,0,71,6
896,0,80,6
897,0,94,6
898,0,125,6
899,0,129,6
900,0,141,6
901,0,146,6
902,0,154,6
903,0,158,6
904,0,166,6
905,0,169,6
906,0,171,6
907,0,180,6
908,0,194,6
909,0,225,6
910,0,229,6
911,0,241,6
912,0,246,6
913,0,254,6
914,0,258,6
915,0,266,6
916,0,269,6
917,0,271,6
918,0,280,6
919,0,294,6
920,0,296,6
921,0,325,6
922,0,329,6
923,0,341,6
924,0,346,6
925,0,354,6
926,0,358,6
927,0,366,6
928,0,369,6
929,0,371,6
930,0,380,6
931,0,394,6
932,0,25,7
933,0,29,7
934,0,41,7
935,0,46,7
936,0,54,7
937,0,58,7
938,0,66,7
939,0,69,7
940,0,71,7
941,0,80,7
942,0,94,7
943,0,125,7
944,0,129,7
945,0,141,7
946,0,146,7
947,0,154,7
948,0,158,7
949,0,166,7
950,0,169,7
951,0,171,7
952,0,180,7
953,0,194,7
954,0,225,7
955,0,229,7
956,0,241,7
957,0,246,7
958,0,254,7
959,0,258,7
960,0,266,7
961,0,269,7
962,0,271,7
963,0,280,7
964,0,294,7
965,0,325,7
966,0,329,7
967,0,341,7
968,0,346,7
969,0,354,7
970,0,358,7
971,0,366,7
972,0,369,7
973,0,371,7
974,0,380,7
975,0,394,7
976,0,15,8
977,0,29,8
978,0,41,8
979,0,46,8
980,0,54,8
981,0,58,8
982,0,66,8
983,0,69,8
984,0,71,8
985,0,80,8
986,0,94,8
987,0,115,8
988,0,129,8
989,0,141,8
990,0,146,8
991,0,154,8
992,0,158,8
993,0,166,8
994,0,169,8
995,0,171,8
996,0,180,8
997,0,194,8
998,0,215,8
999,0,229,8
1000,0,241,8
1001,0,246,8
1002,0,254,8
1003,0,258,8
1004,0,266,8
1005,0,269,8
1006,0,271,8
1007,0,280,8
1008,0,294,8
1009,0,329,8
1010,0,341,8
1011,0,346,8
1012,0,354,8
1013,0,358,8
1014,0,366,8
1015,0,369,8
1016,0,371,8
1017,0,380,8
1018,0,394,8
1019,0,25,9
1020,0,29,9
1021,0,41,9
1022,0,54,9
1023,0,58,9
1024,0,66,9
1025,0,69,9
1026,0,71,9
1027,0,80,9
1028,0,83,9
1029,0,94,9
1030,0,125,9
1031,0,129,9
1032,0,141,9
1033,0,154,9
1034,0,158,9
1035,0,166,9
1036,0,169,9
1037,0,171,9
1038,0,180,9
1039,0,183,9
1040,0,225,9
1041,0,229,9
1042,0,241,9
1043,0,254,9
1044,0,258,9
1045,0,266,9
1046,0,269,9
1047,0,271,9
1048,0,280,9
1049,0,283,9
1050,0,294,9
1051,0,325,9
1052,0,329,9
1053,0,341,9
1054,0,354,9
1055,0,358,9
1056,0,366,9
1057,0,369,9
1058,0,371,9
1059,0,380,9
1060,0,383,9
1061,0,394,9
1062,1,-1,0
1063,1,15,0
1064,1,17,0
1065,1,26,0
1066,1,47,0
1067,1,49,0
1068,1,66,0
1069,1,69,0
1070,1,81,0
1071,1,82,0
1072,1,95,0
1073,1,99,0
1074,1,115,0
1075,1,117,0
1076,1,126,0
1077,1,147,0
1078,1,149,0
1079,1,166,0
1080,1,169,0
1081,1,181,0
1082,1,182,0
1083,1,195,0
1084,1,199,0
1085,1,217,0
1086,1,226,0
1087,1,247,0
1088,1,249,0
1089,1,266,0
1090,1,269,0
1091,1,281,0
1092,1,282,0
1093,1,295,0
1094,1,299,0
1095,1,315,0
1096,1,317,0
1097,1,326,0
1098,1,347,0
1099,1,349,0
1100,1,366,0
1101,1,369,0
1102,1,381,0
1103,1,382,0
1104,1,395,0
1105,1,-1,1
1106,1,15,1
1107,1,17,1
1108,1,26,1
1109,1,47,1
1110,1,49,1
1111,1,66,1
1112,1,69,1
1113,1,81,1
1114,1,82,1
1115,1,95,1
1116,1,98,1
1117,1,99,1
1118,1,115,1
1119,1,117,1
1120,1,126,1
1121,1,147,1
1122,1,149,1
1123,1,166,1
1124,1,169,1
1125,1,181,1
1126,1,182,1
1127,1,195,1
1128,1,198,1
1129,1,199,1
1130,1,215,1
1131,1,217,1
1132,1,226,1
1133,1,247,1
1134,1,249,1
1135,1,266,1
1136,1,269,1
1137,1,281,1
1138,1,282,1
1139,1,295,1
1140,1,298,1
1141,1,299,1
1142,1,315,1
1143,1,317,1
1144,1,326,1
1145,1,347,1
1146,1,349,1
1147,1,366,1
1148,1,369,1
1149,1,381,1
1150,1,382,1
1151,1,395,1
1152,1,398,1
1153,1,-1,2
1154,1,15,2
1155,1,17,2
1156,1,26,2
1157,1,47,2
1158,1,49,2
1159,1,66,2
1160,1,69,2
1161,1,81,2
1162,1,82,2
1163,1,95,2
1164,1,99,2
1165,1,115,2
1166,1,117,2
1167,1,126,2
1168,1,147,2
1169,1,149,2
1170,1,166,2
1171,1,169,2
1172,1,181,2
1173,1,195,2
1174,1,199,2
1175,1,215,2
1176,1,217,2
1177,1,226,2
1178,1,247,2
1179,1,249,2
1180,1,266,2
1181,1,269,2
1182,1,281,2
1183,1,282,2
1184,1,295,2
1185,1,299,2
1186,1,315,2
1187,1,317,2
1188,1,326,2
1189,1,347,2
1190,1,349,2
1191,1,366,2
1192,1,369,2
1193,1,381,2
1194,1,382,2
1195,1,395,2
1196,1,-1,3
1197,1,15,3
1198,1,17,3
1199,1,26,3
1200,1,31,3
1201,1,47,3
1202,1,49,3
1203,1,66,3
1204,1,69,3
1205,1,81,3
1206,1,95,3
1207,1,99,3
1208,1,115,3
1209,1,117,3
1210,1,126,3
1211,1,131,3
1212,1,147,3
1213,1,149,3
1214,1,157,3
1215,1,166,3
1216,1,169,3
1217,1,181,3
1218,1,195,3
1219,1,199,3
1220,1,215,3
1221,1,217,3
1222,1,226,3
1223,1,231,3
1224,1,247,3
1225,1,249,3
1226,1,266,3
1227,1,269,3
1228,1,281,3
1229,1,295,3
1230,1,299,3
1231,1,315,3
1232,1,317,3
1233,1,326,3
1234,1,347,3
1235,1,349,3
1236,1,366,3
1237,1,369,3
1238,1,381,3
1239,1,395,3
1240,1,-1,4
1241,1,15,4
1242,1,17,4
1243,1,26,4
1244,1,47,4
1245,1,49,4
1246,1,66,4
1247,1,69,4
1248,1,81,4
1249,1,82,4
1250,1,95,4
1251,1,96,4
1252,1,99,4
1253,1,117,4
1254,1,126,4
1255,1,147,4
1256,1,149,4
1257,1,166,4
1258,1,169,4
1259,1,181,4
1260,1,182,4
1261,1,195,4
1262,1,196,4
1263,1,199,4
1264,1,215,4
1265,1,217,4
1266,1,218,4
1267,1,226,4
1268,1,247,4
1269,1,249,4
1270,1,266,4
1271,1,269,4
1272,1,281,4
1273,1,282,4
1274,1,295,4
1275,1,296,4
1276,1,299,4
1277,1,315,4
1278,1,317,4
1279,1,347,4
1280,1,349,4
1281,1,366,4
1282,1,369,4
1283,1,381,4
1284,1,382,4
1285,1,395,4
1286,1,396,4
1287,1,-1,5
1288,1,15,5
1289,1,17,5
1290,1,26,5
1291,1,47,5
1292,1,49,5
1293,1,66,5
1294,1,69,5
1295,1,81,5
1296,1,82,5
1297,1,95,5
1298,1,99,5
1299,1,115,5
1300,1,117,5
1301,1,126,5
1302,1,147,5
1303,1,149,5
1304,1,166,5
1305,1,169,5
1306,1,181,5
1307,1,182,5
1308,1,195,5
1309,1,199,5
1310,1,215,5
1311,1,217,5
1312,1,226,5
1313,1,247,5
1314,1,249,5
1315,1,266,5
1316,1,269,5
1317,1,281,5
1318,1,282,5
1319,1,295,5
1320,1,299,5
1321,1,315,5
1322,1,317,5
1323,1,326,5
1324,1,347,5
1325,1,349,5
1326,1,366,5
1327,1,369,5
1328,1,381,5
1329,1,382,5
1330,1,395,5
1331,1,-1,6
1332,1,15,6
1333,1,26,6
1334,1,47,6
1335,1,49,6
1336,1,66,6
1337,1,69,6
1338,1,81,6
1339,1,82,6
1340,1,99,6
1341,1,115,6
1342,1,126,6
1343,1,147,6
1344,1,149,6
1345,1,166,6
1346,1,169,6
1347,1,181,6
1348,1,182,6
1349,1,199,6
1350,1,215,6
1351,1,226,6
1352,1,249,6
1353,1,266,6
1354,1,269,6
1355,1,281,6
1356,1,282,6
1357,1,299,6
1358,1,315,6
1359,1,317,6
1360,1,326,6
1361,1,347,6
1362,1,349,6
1363,1,366,6
1364,1,369,6
1365,1,381,6
1366,1,382,6
1367,1,394,6
1368,1,-1,7
1369,1,15,7
1370,1,17,7
1371,1,26,7
1372,1,47,7
1373,1,49,7
1374,1,66,7
1375,1,69,7
1376,1,81,7
1377,1,95,7
1378,1,99,7
1379,1,115,7
1380,1,117,7
1381,1,126,7
1382,1,147,7
1383,1,149,7
1384,1,166,7
1385,1,169,7
1386,1,181,7
1387,1,195,7
1388,1,199,7
1389,1,215,7
1390,1,217,7
1391,1,226,7
1392,1,247,7
1393,1,249,7
1394,1,266,7
1395,1,269,7
1396,1,281,7
1397,1,295,7
1398,1,299,7
1399,1,315,7
1400,1,317,7
1401,1,326,7
1402,1,347,7
1403,1,349,7
1404,1,366,7
1405,1,369,7
1406,1,381,7
1407,1,395,7
1408,1,-1,8
1409,1,15,8
1410,1,17,8
1411,1,26,8
1412,1,47,8
1413,1,49,8
1414,1,66,8
1415,1,69,8
1416,1,81,8
1417,1,82,8
1418,1,95,8
1419,1,99,8
1420,1,115,8
1421,1,117,8
1422,1,126,8
1423,1,147,8
1424,1,149,8
1425,1,166,8
1426,1,169,8
1427,1,181,8
1428,1,182,8
1429,1,195,8
1430,1,199,8
1431,1,215,8
1432,1,217,8
1433,1,226,8
1434,1,247,8
1435,1,249,8
1436,1,266,8
1437,1,269,8
1438,1,281,8
1439,1,282,8
1440,1,295,8
1441,1,299,8
1442,1,315,8
1443,1,317,8
1444,1,326,8
1445,1,347,8
1446,1,349,8
1447,1,366,8
1448,1,369,8
1449,1,381,8
1450,1,382,8
1451,1,395,8
1452,1,-1,9
1453,1,15,9
1454,1,17,9
1455,1,26,9
1456,1,47,9
1457,1,49,9
1458,1,66,9
1459,1,69,9
1460,1,81,9
1461,1,82,9
1462,1,95,9
1463,1,99,9
1464,1,115,9
1465,1,117,9
1466,1,126,9
1467,1,147,9
1468,1,149,9
1469,1,166,9
1470,1,169,9
1471,1,181,9
1472,1,182,9
1473,1,195,9
1474,1,199,9
1475,1,215,9
1476,1,217,9
1477,1,226,9
1478,1,234,9
1479,1,247,9
1480,1,266,9
1481,1,269,9
1482,1,281,9
1483,1,282,9
1484,1,295,9
1485,1,299,9
1486,1,315,9
1487,1,317,9
1488,1,326,9
1489,1,347,9
1490,1,349,9
1491,1,366,9
1492,1,369,9
1493,1,381,9
1494,1,382,9
1495,1,395,9
1496,2,14,0
1497,2,33,0
1498,2,42,0
1499,2,45,0
1500,2,47,0
1501,2,58,0
1502,2,60,0
1503,2,67,0
1504,2,83,0
1505,2,86,0
1506,2,114,0
1507,2,133,0
1508,2,142,0
1509,2,145,0
1510,2,147,0
1511,2,158,0
1512,2,160,0
1513,2,167,0
1514,2,172,0
1515,2,183,0
1516,2,186,0
1517,2,214,0
1518,2,233,0
1519,2,242,0
1520,2,245,0
1521,2,247,0
1522,2,258,0
1523,2,260,0
1524,2,267,0
1525,2,283,0
1526,2,286,0
1527,2,314,0
1528,2,333,0
1529,2,342,0
1530,2,345,0
1531,2,347,0
1532,2,358,0
1533,2,360,0
1534,2,367,0
1535,2,383,0
1536,2,386,0
1537,2,14,1
1538,2,33,1
1539,2,42,1
1540,2,45,1
1541,2,47,1
1542,2,58,1
1543,2,60,1
1544,2,67,1
1545,2,83,1
1546,2,86,1
1547,2,114,1
1548,2,133,1
1549,2,142,1
1550,2,145,1
1551,2,147,1
1552,2,158,1
1553,2,160,1
1554,2,167,1
1555,2,183,1
1556,2,186,1
1557,2,214,1
1558,2,233,1
1559,2,242,1
1560,2,245,1
1561,2,247,1
1562,2,258,1
1563,2,260,1
1564,2,267,1
1565,2,283,1
1566,2,286,1
1567,2,290,1
1568,2,314,1
1569,2,328,1
1570,2,333,1
1571,2,342,1
1572,2,345,1
1573,2,347,1
1574,2,358,1
1575,2,360,1
1576,2,367,1
1577,2,369,1
1578,2,383,1
1579,2,386,1
1580,2,14,2
1581,2,26,2
1582,2,33,2
1583,2,42,2
1584,2,45,2
1585,2,47,2
1586,2,52,2
1587,2,60,2
1588,2,67,2
1589,2,83,2
1590,2,86,2
1591,2,114,2
1592,2,126,2
1593,2,133,2
1594,2,142,2
