,u,i,ts
117,-1,336,1
118,-1,341,1
119,-1,342,1
120,-1,348,1
121,-1,351,1
122,-1,352,1
123,-1,355,1
124,-1,363,1
125,-1,369,1
126,-1,382,1
127,-1,385,1
128,-1,386,1
129,-1,387,1
130,-1,0,2
131,-1,24,2
132,-1,32,2
133,-1,34,2
134,-1,41,2
135,-1,42,2
136,-1,48,2
137,-1,51,2
138,-1,52,2
139,-1,55,2
140,-1,63,2
141,-1,69,2
142,-1,82,2
143,-1,85,2
144,-1,86,2
145,-1,87,2
146,-1,100,2
147,-1,124,2
148,-1,132,2
149,-1,134,2
150,-1,141,2
151,-1,142,2
152,-1,148,2
153,-1,151,2
154,-1,169,2
155,-1,182,2
156,-1,185,2
157,-1,186,2
158,-1,187,2
159,-1,200,2
160,-1,224,2
161,-1,232,2
162,-1,234,2
163,-1,241,2
164,-1,242,2
165,-1,248,2
166,-1,251,2
167,-1,252,2
168,-1,255,2
169,-1,263,2
170,-1,269,2
171,-1,282,2
172,-1,285,2
173,-1,286,2
174,-1,287,2
175,-1,300,2
176,-1,324,2
177,-1,332,2
178,-1,334,2
179,-1,341,2
180,-1,342,2
181,-1,351,2
182,-1,352,2
183,-1,355,2
184,-1,363,2
185,-1,369,2
186,-1,382,2
187,-1,386,2
188,-1,387,2
189,-1,0,3
190,-1,24,3
191,-1,32,3
192,-1,34,3
193,-1,41,3
194,-1,42,3
195,-1,48,3
196,-1,51,3
197,-1,52,3
198,-1,55,3
199,-1,63,3
200,-1,69,3
201,-1,82,3
202,-1,85,3
203,-1,86,3
204,-1,87,3
205,-1,100,3
206,-1,124,3
207,-1,132,3
208,-1,134,3
209,-1,141,3
210,-1,142,3
211,-1,148,3
212,-1,151,3
213,-1,155,3
214,-1,163,3
215,-1,169,3
216,-1,182,3
217,-1,185,3
218,-1,186,3
219,-1,187,3
220,-1,200,3
221,-1,224,3
222,-1,232,3
223,-1,234,3
224,-1,241,3
225,-1,242,3
226,-1,248,3
227,-1,251,3
228,-1,252,3
229,-1,255,3
230,-1,263,3
231,-1,269,3
232,-1,282,3
233,-1,285,3
234,-1,286,3
235,-1,287,3
236,-1,300,3
237,-1,324,3
238,-1,332,3
239,-1,334,3
240,-1,341,3
241,-1,342,3
242,-1,348,3
243,-1,351,3
244,-1,352,3
245,-1,355,3
246,-1,363,3
247,-1,369,3
248,-1,382,3
249,-1,385,3
250,-1,386,3
251,-1,387,3
252,-1,0,4
253,-1,24,4
254,-1,32,4
255,-1,34,4
256,-1,42,4
257,-1,48,4
258,-1,51,4
259,-1,52,4
260,-1,55,4
261,-1,63,4
262,-1,69,4
263,-1,82,4
264,-1,85,4
265,-1,86,4
266,-1,87,4
267,-1,100,4
268,-1,124,4
269,-1,134,4
270,-1,142,4
271,-1,148,4
272,-1,151,4
273,-1,152,4
274,-1,155,4
275,-1,163,4
276,-1,169,4
277,-1,182,4
278,-1,185,4
279,-1,186,4
280,-1,187,4
281,-1,300,4
282,-1,324,4
283,-1,332,4
284,-1,334,4
285,-1,342,4
286,-1,346,4
287,-1,348,4
288,-1,351,4
289,-1,352,4
290,-1,355,4
291,-1,363,4
292,-1,366,4
293,-1,369,4
294,-1,377,4
295,-1,382,4
296,-1,385,4
297,-1,386,4
298,-1,387,4
299,-1,0,5
300,-1,24,5
301,-1,32,5
302,-1,34,5
303,-1,41,5
304,-1,42,5
305,-1,46,5
306,-1,48,5
307,-1,51,5
308,-1,52,5
309,-1,55,5
310,-1,63,5
311,-1,69,5
312,-1,82,5
313,-1,85,5
314,-1,86,5
315,-1,87,5
316,-1,100,5
317,-1,124,5
318,-1,132,5
319,-1,134,5
320,-1,141,5
321,-1,142,5
322,-1,146,5
323,-1,148,5
324,-1,151,5
325,-1,152,5
326,-1,155,5
327,-1,163,5
328,-1,169,5
329,-1,182,5
330,-1,185,5
331,-1,186,5
332,-1,187,5
333,-1,200,5
334,-1,224,5
335,-1,232,5
336,-1,234,5
337,-1,241,5
338,-1,242,5
339,-1,246,5
340,-1,248,5
341,-1,251,5
342,-1,252,5
343,-1,255,5
344,-1,263,5
345,-1,269,5
346,-1,282,5
347,-1,285,5
348,-1,286,5
349,-1,287,5
350,-1,0,6
351,-1,24,6
352,-1,34,6
353,-1,41,6
354,-1,42,6
355,-1,48,6
356,-1,51,6
357,-1,52,6
358,-1,55,6
359,-1,63,6
360,-1,69,6
361,-1,82,6
362,-1,85,6
363,-1,86,6
364,-1,87,6
365,-1,100,6
366,-1,124,6
367,-1,134,6
368,-1,141,6
369,-1,142,6
370,-1,148,6
371,-1,151,6
372,-1,152,6
373,-1,155,6
374,-1,163,6
375,-1,169,6
376,-1,182,6
377,-1,185,6
378,-1,186,6
379,-1,187,6
380,-1,200,6
381,-1,224,6
382,-1,234,6
383,-1,241,6
384,-1,242,6
385,-1,248,6
386,-1,251,6
387,-1,252,6
388,-1,255,6
389,-1,263,6
390,-1,269,6
391,-1,271,6
392,-1,282,6
393,-1,285,6
394,-1,286,6
395,-1,287,6
396,-1,300,6
397,-1,324,6
398,-1,334,6
399,-1,341,6
400,-1,342,6
401,-1,348,6
402,-1,351,6
403,-1,352,6
404,-1,355,6
405,-1,363,6
406,-1,369,6
407,-1,382,6
408,-1,385,6
409,-1,386,6
410,-1,387,6
411,-1,0,7
412,-1,24,7
413,-1,32,7
414,-1,34,7
415,-1,41,7
416,-1,42,7
417,-1,51,7
418,-1,52,7
419,-1,55,7
420,-1,63,7
421,-1,69,7
422,-1,82,7
423,-1,85,7
424,-1,86,7
425,-1,87,7
426,-1,100,7
427,-1,124,7
428,-1,132,7
429,-1,134,7
430,-1,141,7
431,-1,142,7
432,-1,151,7
433,-1,152,7
434,-1,163,7
435,-1,169,7
436,-1,182,7
437,-1,185,7
438,-1,186,7
439,-1,187,7
440,-1,200,7
441,-1,224,7
442,-1,232,7
443,-1,234,7
444,-1,241,7
445,-1,242,7
446,-1,251,7
447,-1,252,7
448,-1,255,7
449,-1,263,7
450,-1,269,7
451,-1,282,7
452,-1,285,7
453,-1,286,7
454,-1,287,7
455,-1,300,7
456,-1,324,7
457,-1,332,7
458,-1,333,7
459,-1,334,7
460,-1,341,7
461,-1,342,7
462,-1,351,7
463,-1,352,7
464,-1,355,7
465,-1,363,7
466,-1,382,7
467,-1,385,7
468,-1,386,7
469,-1,387,7
470,-1,0,8
471,-1,32,8
472,-1,34,8
473,-1,41,8
474,-1,42,8
475,-1,48,8
476,-1,52,8
477,-1,55,8
478,-1,63,8
479,-1,82,8
480,-1,85,8
481,-1,86,8
482,-1,87,8
483,-1,100,8
484,-1,132,8
485,-1,134,8
486,-1,141,8
487,-1,142,8
488,-1,148,8
489,-1,152,8
490,-1,155,8
491,-1,163,8
492,-1,182,8
493,-1,185,8
494,-1,186,8
495,-1,187,8
496,-1,200,8
497,-1,225,8
498,-1,232,8
499,-1,234,8
500,-1,241,8
501,-1,242,8
502,-1,248,8
503,-1,252,8
504,-1,255,8
505,-1,263,8
506,-1,282,8
507,-1,285,8
508,-1,286,8
509,-1,300,8
510,-1,332,8
511,-1,334,8
512,-1,341,8
513,-1,342,8
514,-1,348,8
515,-1,352,8
516,-1,355,8
517,-1,359,8
518,-1,363,8
519,-1,382,8
520,-1,385,8
521,-1,386,8
522,-1,387,8
523,-1,0,9
524,-1,24,9
525,-1,32,9
526,-1,34,9
527,-1,41,9
528,-1,42,9
529,-1,48,9
530,-1,51,9
531,-1,52,9
532,-1,55,9
533,-1,63,9
534,-1,69,9
535,-1,82,9
536,-1,85,9
537,-1,86,9
538,-1,87,9
539,-1,300,9
540,-1,324,9
541,-1,332,9
542,-1,334,9
543,-1,341,9
544,-1,342,9
545,-1,348,9
546,-1,351,9
547,-1,352,9
548,-1,355,9
549,-1,363,9
550,-1,369,9
551,-1,382,9
552,-1,385,9
553,-1,386,9
554,-1,387,9
555,0,25,0
556,0,29,0
557,0,41,0
558,0,46,0
559,0,54,0
560,0,58,0
561,0,66,0
562,0,69,0
563,0,71,0
564,0,80,0
565,0,94,0
566,0,125,0
567,0,129,0
568,0,141,0
569,0,146,0
570,0,154,0
571,0,158,0
572,0,166,0
573,0,169,0
574,0,171,0
575,0,180,0
576,0,194,0
577,0,225,0
578,0,229,0
579,0,241,0
580,0,246,0
581,0,254,0
582,0,258,0
583,0,266,0
584,0,269,0
585,0,271,0
586,0,280,0
587,0,294,0
588,0,322,0
589,0,325,0
590,0,329,0
591,0,341,0
592,0,346,0
593,0,354,0
594,0,358,0
595,0,366,0
596,0,369,0
597,0,371,0
598,0,380,0
599,0,394,0
600,0,25,1
601,0,41,1
602,0,46,1
603,0,54,1
604,0,58,1
605,0,66,1
606,0,69,1
607,0,71,1
608,0,80,1
609,0,94,1
610,0,125,1
611,0,141,1
612,0,146,1
613,0,154,1
614,0,166,1
615,0,169,1
616,0,171,1
617,0,180,1
618,0,194,1
619,0,225,1
620,0,241,1
621,0,246,1
622,0,254,1
623,0,258,1
624,0,266,1
625,0,269,1
626,0,271,1
627,0,280,1
628,0,294,1
629,0,325,1
630,0,341,1
631,0,346,1
632,0,354,1
633,0,358,1
634,0,366,1
635,0,369,1
636,0,371,1
637,0,380,1
638,0,394,1
639,0,25,2
640,0,29,2
641,0,41,2
642,0,46,2
643,0,54,2
644,0,58,2
645,0,66,2
646,0,69,2
647,0,71,2
648,0,80,2
649,0,94,2
650,0,125,2
651,0,129,2
652,0,141,2
653,0,146,2
654,0,154,2
655,0,158,2
656,0,166,2
657,0,169,2
658,0,171,2
659,0,180,2
660,0,194,2
661,0,225,2
662,0,229,2
663,0,241,2
664,0,246,2
665,0,254,2
666,0,258,2
667,0,266,2
668,0,269,2
669,0,271,2
670,0,280,2
671,0,294,2
672,0,325,2
673,0,329,2
674,0,341,2
675,0,346,2
676,0,354,2
677,0,358,2
678,0,366,2
679,0,369,2
680,0,371,2
681,0,380,2
682,0,394,2
683,0,25,3
684,0,29,3
685,0,41,3
686,0,46,3
687,0,54,3
688,0,58,3
689,0,66,3
690,0,69,3
691,0,71,3
692,0,80,3
693,0,94,3
694,0,125,3
695,0,129,3
696,0,141,3
697,0,146,3
698,0,154,3
699,0,158,3
700,0,166,3
701,0,169,3
702,0,171,3
703,0,180,3
704,0,194,3
705,0,225,3
706,0,229,3
707,0,241,3
708,0,246,3
709,0,254,3
710,0,258,3
711,0,266,3
712,0,269,3
713,0,271,3
714,0,280,3
715,0,294,3
716,0,325,3
717,0,329,3
718,0,341,3
719,0,346,3
720,0,354,3
721,0,358,3
722,0,366,3
723,0,369,3
724,0,371,3
725,0,380,3
726,0,394,3
727,0,25,4
728,0,29,4
729,0,41,4
730,0,46,4
731,0,49,4
732,0,54,4
733,0,58,4
734,0,66,4
735,0,69,4
736,0,71,4
737,0,80,4
738,0,94,4
739,0,125,4
740,0,129,4
741,0,141,4
742,0,146,4
743,0,149,4
744,0,154,4
745,0,158,4
746,0,166,4
747,0,169,4
748,0,171,4
749,0,180,4
750,0,183,4
751,0,194,4
752,0,325,4
753,0,329,4
754,0,341,4
755,0,346,4
756,0,349,4
757,0,354,4
758,0,358,4
759,0,366,4
760,0,369,4
761,0,371,4
762,0,380,4
763,0,394,4
764,0,25,5
765,0,29,5
766,0,41,5
767,0,46,5
768,0,54,5
769,0,58,5
770,0,66,5
771,0,69,5
772,0,71,5
773,0,75,5
774,0,80,5
775,0,94,5
776,0,125,5
777,0,129,5
778,0,141,5
779,0,146,5
780,0,154,5
781,0,158,5
782,0,166,5
783,0,169,5
784,0,171,5
785,0,175,5
786,0,180,5
787,0,194,5
788,0,225,5
789,0,229,5
790,0,241,5
791,0,246,5
792,0,254,5
793,0,258,5
794,0,266,5
795,0,269,5
796,0,271,5
797,0,275,5
798,0,280,5
799,0,294,5
800,0,25,6
801,0,29,6
802,0,41,6
803,0,46,6
804,0,54,6
805,0,58,6
806,0,66,6
807,0,69,6
808,0,71,6
809,0,80,6
810,0,94,6
811,0,125,6
812,0,129,6
813,0,141,6
814,0,146,6
815,0,154,6
816,0,158,6
817,0,166,6
818,0,169,6
819,0,171,6
820,0,180,6
821,0,194,6
822,0,225,6
823,0,229,6
824,0,241,6
825,0,246,6
826,0,254,6
827,0,258,6
828,0,266,6
829,0,269,6
830,0,271,6
831,0,280,6
832,0,294,6
833,0,296,6
834,0,325,6
835,0,329,6
836,0,341,6
837,0,346,6
838,0,354,6
839,0,358,6
840,0,366,6
841,0,369,6
842,0,371,6
843,0,380,6
844,0,394,6
845,0,25,7
846,0,29,7
847,0,41,7
848,0,46,7
849,0,54,7
850,0,58,7
851,0,66,7
852,0,69,7
853,0,71,7
854,0,80,7
855,0,94,7
856,0,125,7
857,0,129,7
858,0,141,7
859,0,146,7
860,0,154,7
861,0,158,7
862,0,166,7
863,0,169,7
864,0,171,7
865,0,180,7
866,0,194,7
867,0,225,7
868,0,229,7
869,0,241,7
870,0,246,7
871,0,254,7
872,0,258,7
873,0,266,7
874,0,269,7
875,0,271,7
876,0,280,7
877,0,294,7
878,0,325,7
879,0,329,7
880,0,341,7
881,0,346,7
882,0,354,7
883,0,358,7
884,0,366,7
885,0,369,7
886,0,371,7
887,0,380,7
888,0,394,7
889,0,15,8
890,0,29,8
891,0,41,8
892,0,46,8
893,0,54,8
894,0,58,8
895,0,66,8
896,0,69,8
897,0,71,8
898,0,80,8
899,0,94,8
900,0,115,8
901,0,129,8
902,0,141,8
903,0,146,8
904,0,154,8
905,0,158,8
906,0,166,8
907,0,169,8
908,0,171,8
909,0,180,8
910,0,194,8
911,0,215,8
912,0,229,8
913,0,241,8
914,0,246,8
915,0,254,8
916,0,258,8
917,0,266,8
918,0,269,8
919,0,271,8
920,0,280,8
921,0,294,8
922,0,329,8
923,0,341,8
924,0,346,8
925,0,354,8
926,0,358,8
927,0,366,8
928,0,369,8
929,0,371,8
930,0,380,8
931,0,394,8
932,0,25,9
933,0,29,9
934,0,41,9
935,0,54,9
936,0,58,9
937,0,66,9
938,0,69,9
939,0,71,9
940,0,80,9
941,0,83,9
942,0,94,9
943,0,325,9
944,0,329,9
945,0,341,9
946,0,354,9
947,0,358,9
948,0,366,9
949,0,369,9
950,0,371,9
951,0,380,9
952,0,383,9
953,0,394,9
954,1,-1,0
955,1,15,0
956,1,17,0
957,1,26,0
958,1,47,0
959,1,49,0
960,1,66,0
961,1,69,0
962,1,81,0
963,1,82,0
964,1,95,0
965,1,99,0
966,1,115,0
967,1,117,0
968,1,126,0
969,1,147,0
970,1,149,0
971,1,166,0
972,1,169,0
973,1,181,0
974,1,182,0
975,1,195,0
976,1,199,0
977,1,217,0
978,1,226,0
979,1,247,0
980,1,249,0
981,1,266,0
982,1,269,0
983,1,281,0
984,1,282,0
985,1,295,0
986,1,299,0
987,1,315,0
988,1,317,0
989,1,326,0
990,1,347,0
991,1,349,0
992,1,366,0
993,1,369,0
994,1,381,0
995,1,382,0
996,1,395,0
997,1,-1,1
998,1,15,1
999,1,17,1
1000,1,26,1
1001,1,47,1
1002,1,49,1
1003,1,66,1
1004,1,69,1
1005,1,81,1
1006,1,82,1
1007,1,95,1
1008,1,98,1
1009,1,99,1
1010,1,115,1
1011,1,117,1
1012,1,126,1
1013,1,147,1
1014,1,149,1
1015,1,166,1
1016,1,169,1
1017,1,181,1
1018,1,182,1
1019,1,195,1
1020,1,198,1
1021,1,199,1
1022,1,215,1
1023,1,217,1
1024,1,226,1
1025,1,247,1
1026,1,249,1
1027,1,266,1
1028,1,269,1
1029,1,281,1
1030,1,282,1
1031,1,295,1
1032,1,298,1
1033,1,299,1
1034,1,315,1
1035,1,317,1
1036,1,326,1
1037,1,347,1
1038,1,349,1
1039,1,366,1
1040,1,369,1
1041,1,381,1
1042,1,382,1
1043,1,395,1
1044,1,398,1
1045,1,-1,2
1046,1,15,2
1047,1,17,2
1048,1,26,2
1049,1,47,2
1050,1,49,2
1051,1,66,2
1052,1,69,2
1053,1,81,2
1054,1,82,2
1055,1,95,2
1056,1,99,2
1057,1,115,2
1058,1,117,2
1059,1,126,2
1060,1,147,2
1061,1,149,2
1062,1,166,2
1063,1,169,2
1064,1,181,2
1065,1,195,2
1066,1,199,2
1067,1,215,2
1068,1,217,2
1069,1,226,2
1070,1,247,2
1071,1,249,2
1072,1,266,2
1073,1,269,2
1074,1,281,2
1075,1,282,2
1076,1,295,2
1077,1,299,2
1078,1,315,2
1079,1,317,2
1080,1,326,2
1081,1,347,2
1082,1,349,2
1083,1,366,2
1084,1,369,2
1085,1,381,2
1086,1,382,2
1087,1,395,2
1088,1,-1,3
1089,1,15,3
1090,1,17,3
1091,1,26,3
1092,1,31,3
1093,1,47,3
1094,1,49,3
1095,1,66,3
1096,1,69,3
1097,1,81,3
1098,1,95,3
1099,1,99,3
1100,1,115,3
1101,1,117,3
1102,1,126,3
1103,1,131,3
1104,1,147,3
1105,1,149,3
1106,1,157,3
1107,1,166,3
1108,1,169,3
1109,1,181,3
1110,1,195,3
1111,1,199,3
1112,1,215,3
1113,1,217,3
1114,1,226,3
1115,1,231,3
1116,1,247,3
1117,1,249,3
1118,1,266,3
1119,1,269,3
1120,1,281,3
1121,1,295,3
1122,1,299,3
1123,1,315,3
1124,1,317,3
1125,1,326,3
1126,1,347,3
1127,1,349,3
1128,1,366,3
1129,1,369,3
1130,1,381,3
1131,1,395,3
1132,1,-1,4
1133,1,15,4
1134,1,17,4
1135,1,26,4
1136,1,47,4
1137,1,49,4
1138,1,66,4
1139,1,69,4
1140,1,81,4
1141,1,82,4
1142,1,95,4
1143,1,96,4
1144,1,99,4
1145,1,117,4
1146,1,126,4
1147,1,147,4
1148,1,149,4
1149,1,166,4
1150,1,169,4
1151,1,181,4
1152,1,182,4
1153,1,195,4
1154,1,196,4
1155,1,299,4
1156,1,315,4
1157,1,317,4
1158,1,347,4
1159,1,349,4
1160,1,366,4
1161,1,369,4
1162,1,381,4
1163,1,382,4
1164,1,395,4
1165,1,396,4
1166,1,-1,5
1167,1,15,5
1168,1,17,5
1169,1,26,5
1170,1,47,5
1171,1,49,5
1172,1,66,5
1173,1,69,5
1174,1,81,5
1175,1,82,5
1176,1,95,5
1177,1,99,5
1178,1,115,5
1179,1,117,5
1180,1,126,5
1181,1,147,5
1182,1,149,5
1183,1,166,5
1184,1,169,5
1185,1,181,5
1186,1,182,5
1187,1,195,5
1188,1,199,5
1189,1,215,5
1190,1,217,5
1191,1,226,5
1192,1,247,5
1193,1,249,5
1194,1,266,5
1195,1,269,5
1196,1,281,5
1197,1,282,5
1198,1,295,5
1199,1,-1,6
1200,1,15,6
1201,1,26,6
1202,1,47,6
1203,1,49,6
1204,1,66,6
1205,1,69,6
1206,1,81,6
1207,1,82,6
1208,1,99,6
1209,1,115,6
1210,1,126,6
1211,1,147,6
1212,1,149,6
1213,1,166,6
1214,1,169,6
1215,1,181,6
1216,1,182,6
1217,1,199,6
1218,1,215,6
1219,1,226,6
1220,1,249,6
1221,1,266,6
1222,1,269,6
1223,1,281,6
1224,1,282,6
1225,1,299,6
1226,1,315,6
1227,1,317,6
1228,1,326,6
1229,1,347,6
1230,1,349,6
1231,1,366,6
1232,1,369,6
1233,1,381,6
1234,1,382,6
1235,1,394,6
1236,1,-1,7
1237,1,15,7
1238,1,17,7
1239,1,26,7
1240,1,47,7
1241,1,49,7
1242,1,66,7
1243,1,69,7
1244,1,81,7
1245,1,95,7
1246,1,99,7
1247,1,115,7
1248,1,117,7
1249,1,126,7
1250,1,147,7
1251,1,149,7
1252,1,166,7
1253,1,169,7
1254,1,181,7
1255,1,195,7
1256,1,199,7
1257,1,215,7
1258,1,217,7
1259,1,226,7
1260,1,247,7
1261,1,249,7
1262,1,266,7
1263,1,269,7
1264,1,281,7
1265,1,295,7
1266,1,299,7
1267,1,315,7
1268,1,317,7
1269,1,326,7
1270,1,347,7
1271,1,349,7
1272,1,366,7
1273,1,369,7
1274,1,381,7
1275,1,395,7
1276,1,-1,8
1277,1,15,8
1278,1,17,8
1279,1,26,8
1280,1,47,8
1281,1,49,8
1282,1,66,8
1283,1,69,8
1284,1,81,8
1285,1,82,8
1286,1,95,8
1287,1,99,8
1288,1,115,8
1289,1,117,8
1290,1,126,8
1291,1,147,8
1292,1,149,8
1293,1,166,8
1294,1,169,8
1295,1,181,8
1296,1,182,8
1297,1,195,8
1298,1,199,8
1299,1,215,8
1300,1,217,8
1301,1,226,8
1302,1,247,8
1303,1,249,8
1304,1,266,8
1305,1,269,8
1306,1,281,8
1307,1,282,8
1308,1,295,8
1309,1,299,8
1310,1,315,8
1311,1,317,8
1312,1,326,8
1313,1,347,8
1314,1,349,8
1315,1,366,8
1316,1,369,8
1317,1,381,8
1318,1,382,8
1319,1,395,8
1320,1,-1,9
1321,1,15,9
1322,1,17,9
1323,1,26,9
1324,1,47,9
1325,1,49,9
1326,1,66,9
1327,1,69,9
1328,1,81,9
1329,1,82,9
1330,1,95,9
1331,1,299,9
1332,1,315,9
1333,1,317,9
1334,1,326,9
1335,1,347,9
1336,1,349,9
1337,1,366,9
1338,1,369,9
1339,1,381,9
1340,1,382,9
1341,1,395,9
1342,2,14,0
1343,2,33,0
1344,2,42,0
1345,2,45,0
1346,2,47,0
1347,2,58,0
1348,2,60,0
1349,2,67,0
1350,2,83,0
1351,2,86,0
1352,2,114,0
1353,2,133,0
1354,2,142,0
1355,2,145,0
1356,2,147,0
1357,2,158,0
1358,2,160,0
1359,2,167,0
1360,2,172,0
1361,2,183,0
1362,2,186,0
1363,2,214,0
1364,2,233,0
1365,2,242,0
1366,2,245,0
1367,2,247,0
1368,2,258,0
1369,2,260,0
1370,2,267,0
1371,2,283,0
1372,2,286,0
1373,2,314,0
1374,2,333,0
1375,2,342,0
1376,2,345,0
1377,2,347,0
1378,2,358,0
1379,2,360,0
1380,2,367,0
1381,2,383,0
1382,2,386,0
1383,2,14,1
1384,2,33,1
1385,2,42,1
1386,2,45,1
1387,2,47,1
1388,2,58,1
1389,2,60,1
1390,2,67,1
1391,2,83,1
1392,2,86,1
1393,2,114,1
1394,2,133,1
1395,2,142,1
1396,2,145,1
1397,2,147,1
1398,2,158,1
1399,2,160,1
1400,2,167,1
1401,2,183,1
1402,2,186,1
1403,2,214,1
1404,2,233,1
1405,2,242,1
1406,2,245,1
1407,2,247,1
1408,2,258,1
1409,2,260,1
1410,2,267,1
1411,2,283,1
1412,2,286,1
1413,2,290,1
1414,2,314,1
1415,2,328,1
1416,2,333,1
1417,2,342,1
1418,2,345,1
1419,2,347,1
1420,2,358,1
1421,2,360,1
1422,2,367,1
1423,2,369,1
1424,2,383,1
1425,2,386,1
1426,2,14,2
1427,2,26,2
1428,2,33,2
1429,2,42,2
1430,2,45,2
1431,2,47,2
1432,2,52,2
1433,2,60,2
1434,2,67,2
1435,2,83,2
1436,2,86,2
1437,2,114,2
1438,2,126,2
1439,2,133,2
1440,2,142,2
1441,2,145,2
1442,2,147,2
1443,2,152,2
1444,2,160,2
1445,2,167,2
1446,2,183,2
1447,2,186,2
1448,2,214,2
1449,2,226,2
1450,2,242,2
1451,2,245,2
1452,2,247,2
1453,2,252,2
1454,2,260,2
1455,2,267,2
1456,2,283,2
1457,2,286,2
1458,2,314,2
1459,2,326,2
1460,2,333,2
1461,2,342,2
1462,2,345,2
1463,2,347,2
1464,2,360,2
1465,2,367,2
1466,2,383,2
1467,2,386,2
1468,2,0,3
1469,2,33,3
1470,2,42,3
1471,2,45,3
1472,2,47,3
1473,2,58,3
1474,2,60,3
1475,2,67,3
1476,2,83,3
1477,2,86,3
1478,2,100,3
1479,2,133,3
1480,2,142,3
1481,2,145,3
1482,2,147,3
1483,2,149,3
1484,2,158,3
1485,2,160,3
1486,2,167,3
1487,2,183,3
1488,2,186,3
1489,2,193,3
1490,2,200,3
1491,2,231,3
1492,2,233,3
1493,2,242,3
1494,2,245,3
1495,2,247,3
1496,2,258,3
1497,2,260,3
1498,2,267,3
1499,2,283,3
1500,2,286,3
1501,2,290,3
1502,2,300,3
1503,2,333,3
1504,2,342,3
1505,2,345,3
1506,2,347,3
1507,2,358,3
1508,2,360,3
1509,2,367,3
1510,2,383,3
1511,2,386,3
1512,2,14,4
1513,2,33,4
1514,2,40,4
1515,2,45,4
1516,2,47,4
1517,2,58,4
1518,2,60,4
1519,2,67,4
1520,2,83,4
1521,2,86,4
1522,2,114,4
1523,2,120,4
1524,2,133,4
1525,2,140,4
1526,2,145,4
1527,2,147,4
1528,2,158,4
1529,2,160,4
1530,2,167,4
1531,2,183,4
1532,2,186,4
1533,2,314,4
1534,2,333,4
1535,2,340,4
1536,2,345,4
1537,2,347,4
1538,2,358,4
1539,2,360,4
1540,2,367,4
1541,2,383,4
1542,2,14,5
1543,2,33,5
1544,2,42,5
1545,2,45,5
1546,2,47,5
1547,2,58,5
1548,2,60,5
1549,2,67,5
1550,2,83,5
1551,2,86,5
1552,2,114,5
1553,2,133,5
1554,2,142,5
1555,2,145,5
1556,2,147,5
1557,2,158,5
1558,2,160,5
1559,2,167,5
1560,2,183,5
1561,2,186,5
1562,2,233,5
1563,2,242,5
1564,2,245,5
1565,2,247,5
1566,2,258,5
1567,2,260,5
1568,2,267,5
1569,2,283,5
1570,2,286,5
1571,2,14,6
1572,2,33,6
1573,2,42,6
1574,2,45,6
1575,2,47,6
1576,2,58,6
1577,2,60,6
1578,2,67,6
1579,2,81,6
1580,2,83,6
1581,2,86,6
1582,2,114,6
1583,2,133,6
1584,2,142,6
1585,2,145,6
1586,2,147,6
1587,2,158,6
1588,2,160,6
1589,2,167,6
1590,2,181,6
1591,2,183,6
1592,2,186,6
1593,2,214,6
1594,2,233,6
1595,2,242,6
1596,2,245,6
1597,2,247,6
1598,2,255,6
1599,2,258,6
1600,2,260,6
1601,2,267,6
